,Company,Country,Location,Date,Rocket,Mission
3474,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",04/05/2012,Atlas V 531,AEHF-2
3475,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",15/05/2012,Ariane 5 ECA,"JCSAT-13, Vinasat-2"
3476,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",22/05/2012,Falcon 9 v1.0,COTS-2+
3477,Northrop,USA,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",13/06/2012,Pegasus XL,NuSTAR
3478,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",16/06/2012,Long March 2F/G,Shenzhou 9
3479,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",20/06/2012,Atlas V 401,NROL-38
3480,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",29/06/2012,Delta IV Heavy,NROL-15
3481,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",05/07/2012,Ariane 5 ECA,"EchoStar XVII, MSG-3"
3482,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",28/07/2012,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15
3483,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",02/08/2012,Ariane 5 ECA,"Intelsat 20, HYLAS 2"
3484,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",30/08/2012,Atlas V 401,Van Allen Probes (RBSP)
3485,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",13/09/2012,Atlas V 401,NROL-36
3486,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",28/09/2012,Ariane 5 ECA,"Astra 2F, GSAT-10"
3487,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",04/10/2012,"Delta IV Medium+ (4,2)",GPS IIF-3
3488,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",08/10/2012,Falcon 9 v1.0,CRS-1
3489,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",12/10/2012,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04
3490,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",10/11/2012,Ariane 5 ECA,"Eutelsat 21B, Star One C3"
3491,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",02/12/2012,Soyuz ST-A/Fregat,Pl??iades 1B
3492,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",11/12/2012,Atlas V 501,OTV-3
3493,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",19/12/2012,Ariane 5 ECA,"Skynet 5D, Mexsat-3"
3494,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",15/01/2013,Rokot/Briz KM,Cosmos 2482 to 2484
3495,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",31/01/2013,Atlas V 401,TDRS-K
3496,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",07/02/2013,Ariane 5 ECA,"Amazonas-3, Azerspace-1 (Africasat-1A)"
3497,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",11/02/2013,Atlas V 401,Landsat 8
3498,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",01/03/2013,Falcon 9 v1.0,CRS-2
3499,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",19/03/2013,Atlas V 401,SBIRS GEO-2
3500,Northrop,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",21/04/2013,Antares 110,Antares A-ONE
3501,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",07/05/2013,Vega,"Proba-V, VNREDSat-1A & ESTCube-1"
3502,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",15/05/2013,Atlas V 401,GPS IIF-4
3503,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",25/05/2013,"Delta IV Medium+ (5,4)",WGS-5
3504,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",05/06/2013,Ariane 5 ES,Albert Einstein ATV
3505,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",11/06/2013,Long March 2F/G,Shenzhou 10
3506,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",25/06/2013,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05
3507,VKS RF,Kazakhstan,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",27/06/2013,Strela,Cosmos 2487
3508,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",28/06/2013,Pegasus XL,IRIS
3509,VKS RF,Kazakhstan,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",02/07/2013,Proton-M/DM-3,"Cosmos 2488, 2489 & 2490"
3510,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",19/07/2013,Atlas V 551,MUOS-2
3511,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",25/07/2013,Ariane 5 ECA,"Alphasat I-XL, INSAT-3D"
3512,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",08/08/2013,"Delta IV Medium+ (5,4)",WGS-6
3513,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",22/08/2013,Dnepr,KompSat-5
3514,ULA,USA,"SLC-6, Vandenberg AFB, California, USA",28/08/2013,Delta IV Heavy,NROL-65
3515,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",29/08/2013,Ariane 5 ECA,"Eutelsat 25B/Es'hail 1, GSAT-7"
3516,Land Launch,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",31/08/2013,Zenit-3 SLB,AMOS 4
3517,Northrop,USA,"LP-0B, Wallops Flight Facility, Virginia, USA",07/09/2013,Minotaur V,LADEE
3518,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",11/09/2013,Rokot/Briz KM,"Goniets-M 14, 16 and 17"
3519,Northrop,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",13/09/2013,Antares 110,CRS Orb-D1
3520,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/09/2013,Atlas V 531,AEHF-3
3521,CASIC,China,"Jiuquan Satellite Launch Center, China",25/09/2013,Kuaizhou 1,Kuaizhou 1
3522,SpaceX,USA,"SLC-4E, Vandenberg AFB, California, USA",29/09/2013,Falcon 9 v1.1,CASSIOPE
3523,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/11/2013,Atlas V 401,MAVEN
3524,Northrop,USA,"LP-0B, Wallops Flight Facility, Virginia, USA",20/11/2013,Minotaur I,ORS-3
3525,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",21/11/2013,Dnepr,DubaiSat 2 & Others
3526,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",22/11/2013,Rokot/Briz KM,SWARM
3527,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",03/12/2013,Falcon 9 v1.1,SES-8
3528,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",06/12/2013,Atlas V 501,NROL-39
3529,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",19/12/2013,Soyuz ST-B/Fregat-MT,Gaia
3530,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",25/12/2013,Rokot/Briz KM,Cosmos 2488 to 2491
3531,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",28/12/2013,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1
3532,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",06/01/2014,Falcon 9 v1.1,Thaicom 6
3533,Northrop,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",09/01/2014,Antares 120,CRS Orb-1
3534,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",24/01/2014,Atlas V 401,TDRS-L
3535,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",06/02/2014,Ariane 5 ECA,"ABS-2, Athena-Fidus"
3536,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",21/02/2014,"Delta IV Medium+ (4,2)",GPS IIF-5
3537,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",22/03/2014,Ariane 5 ECA,"Astra 5B, Amazonas 4A"
3538,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",03/04/2014,Atlas V 401,DMSP-5D3 F19
3539,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",03/04/2014,Soyuz ST-A/Fregat-M,Sentinel 1A
3540,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",10/04/2014,Atlas V 541,NROL-67
3541,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",18/04/2014,Falcon 9 v1.1,CRS-3
3542,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",30/04/2014,Vega,KazEOSat-1
3543,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",17/05/2014,"Delta IV Medium+ (4,2)",GPS IIF-6
3544,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",22/05/2014,Atlas V 401,NROL-33
3545,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",23/05/2014,Rokot/Briz KM,Cosmos 2496 to 2499
3546,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",19/06/2014,Dnepr,Deimos 2
3547,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",02/07/2014,Delta II 7320-10C,OCO-2
3548,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",03/07/2014,Rokot/Briz KM,Goniets-M 18 to 20
3549,VKS RF,Russia,"Site 35/1, Plesetsk Cosmodrome, Russia",09/07/2014,Angara 1.2,Demo Flight
3550,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",10/07/2014,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08
3551,Northrop,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",13/07/2014,Antares 120,CRS Orb-2
3552,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",14/07/2014,Falcon 9 v1.1,OG2 Mission 1
3553,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",28/07/2014,"Delta IV Medium+ (4,2)",AFSPC-4
3554,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",29/07/2014,Ariane 5 ES,Georges Lema??tre ATV
3555,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",02/08/2014,Atlas V 401,GPS IIF-7
3556,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",05/08/2014,Falcon 9 v1.1,AsiaSat 8
3557,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",13/08/2014,Atlas V 401,WorldView 3
3558,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",22/08/2014,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02
3559,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",07/09/2014,Falcon 9 v1.1,AsiaSat 6
3560,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",11/09/2014,Ariane 5 ECA,"MEASAT 3b, Optus 10"
3561,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",17/09/2014,Atlas V 401,CLIO
3562,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",21/09/2014,Falcon 9 v1.1,CRS-4
3563,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",16/10/2014,Ariane 5 ECA,"Intelsat 30, ARSAT-1"
3564,Northrop,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",28/10/2014,Antares 130,CRS Orb-3
3565,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",29/10/2014,Atlas V 401,GPS IIF-8
3566,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",06/11/2014,Dnepr,Sasuke & Others
3567,CASIC,China,"Site 95, Jiuquan Satellite Launch Center, China",21/11/2014,Kuaizhou 1,Kuaizhou 2
3568,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",05/12/2014,Delta IV Heavy,EFT-1
3569,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",06/12/2014,Ariane 5 ECA,"DirecTV-14, GSAT-16"
3570,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",13/12/2014,Atlas V 541,NROL-35
3571,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",18/12/2014,Soyuz ST-B/Fregat-MT,O3b FM09-FM12
3572,VKS RF,Kazakhstan,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",19/12/2014,Strela,Kondor-E
3573,Khrunichev,Russia,"Site 35/1, Plesetsk Cosmodrome, Russia",23/12/2014,Angara A5/Briz-M,Demo Flight
3574,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",10/01/2015,Falcon 9 v1.1,CRS-5
3575,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",21/01/2015,Atlas V 551,MUOS-3
3576,ULA,USA,"SLC-2W, Vandenberg AFB, California, USA",31/01/2015,Delta II 7320-10C,SMAP / ELaNa X
3577,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",11/02/2015,Vega,IXV
3578,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",11/02/2015,Falcon 9 v1.1,DSCOVR
3579,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",02/03/2015,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B
3580,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",13/03/2015,Atlas V 421,MMS
3581,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",25/03/2015,"Delta IV Medium+ (4,2)",GPS IIF-9
3582,Kosmotras,Russia,"Site 370/13, Yasny Cosmodrome, Russia",25/03/2015,Dnepr,KompSat-3A
3583,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",27/03/2015,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04
3584,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",31/03/2015,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23
3585,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",15/04/2015,Falcon 9 v1.1,CRS-6
3586,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",26/04/2015,Ariane 5 ECA,"Thor 7, SICRAL-2"
3587,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",27/04/2015,Falcon 9 v1.1,Turkmen??lem52E/MonacoSat
3588,Blue Origin,USA,"Blue Origin Launch Site, West Texas, Texas, USA",29/04/2015,New Shepard,NS-1
3589,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",20/05/2015,Atlas V 501,OTV-4
3590,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",27/05/2015,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1"
3591,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",23/06/2015,Vega,Sentinel-2A
3592,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",28/06/2015,Falcon 9 v1.1,CRS-7
3593,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",15/07/2015,Atlas V 401,GPS IIF-10
3594,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",15/07/2015,Ariane 5 ECA,"Star One C4, MSG-4"
3595,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",24/07/2015,"Delta IV Medium+ (5,4)",WGS-7
3596,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",20/08/2015,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34"
3597,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",02/09/2015,Atlas V 551,MUOS-4
3598,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",11/09/2015,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06
3599,CASC,China,"LC-16, Taiyuan Satellite Launch Center, China",19/09/2015,Long March 6,Demo Flight
3600,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",23/09/2015,Rokot/Briz KM,Cosmos 2507 to 2509
3601,CASC,China,"Site 95, Jiuquan Satellite Launch Center, China",25/09/2015,Long March 11,Pujian 1 & Others
3602,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",30/09/2015,Ariane 5 ECA,"NBN Co 1A, ARSAT-2"
3603,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",02/10/2015,Atlas V 421,Morelos-3
3604,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",08/10/2015,Atlas V 401,NROL-55
3605,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",31/10/2015,Atlas V 401,GPS IIF-11
3606,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",10/11/2015,Ariane 5 ECA,"Arabsat 6B, GSAT-15"
3607,Blue Origin,USA,"Blue Origin Launch Site, West Texas, Texas, USA",23/11/2015,New Shepard,NS-2
3608,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",03/12/2015,Vega,LISA Pathfinder
3609,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",05/12/2015,Soyuz 2.1v/Volga,Cosmos 2511 and 2512
3610,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",06/12/2015,Atlas V 401,CRS OA-4
3611,Roscosmos,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",11/12/2015,Zenit-3 SLBF,Elektro-L nâ Â­2
3612,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",17/12/2015,Soyuz ST-B/Fregat-MT,Galileo FOC FM8-FM9
3613,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",22/12/2015,Falcon 9 Block 3,OG2 Mission 2
3614,CASC,China,"LC-3, Xichang Satellite Launch Center, China",15/01/2016,Long March 3B/E,Belintersat 1
3615,SpaceX,USA,"SLC-4E, Vandenberg AFB, California, USA",17/01/2016,Falcon 9 v1.1,Jason-3
3616,Blue Origin,USA,"Blue Origin Launch Site, West Texas, Texas, USA",22/01/2016,New Shepard,NS-3
3617,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",27/01/2016,Ariane 5 ECA,Intelsat 29e
3618,ILS,Kazakhstan,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",29/01/2016,Proton-M/Briz-M,Eutelsat 9B
3619,CASC,China,"LC-2, Xichang Satellite Launch Center, China",01/02/2016,Long March 3C/YZ-1,BeiDou M3-S
3620,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",05/02/2016,Atlas V 401,GPS IIF-12
3621,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",07/02/2016,Soyuz 2.1b/Fregat,GLONASS-M No.50S
3622,ULA,USA,"SLC-6, Vandenberg AFB, California, USA",10/02/2016,"Delta IV Medium+ (5,2)",NROL-45
3623,Eurockot,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",16/02/2016,Rokot/Briz KM,Sentinel-3A
3624,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",04/03/2016,Falcon 9 Block 3,SES-9
3625,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",09/03/2016,Ariane 5 ECA,Eutelsat 65 West A
3626,Roscosmos,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13/03/2016,Soyuz 2.1b,Resurs-P No.3
3627,Roscosmos,Kazakhstan,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",14/03/2016,Proton-M/Briz-M,ExoMars Trace Gas Orbiter & Schiaparelli EDM
3628,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",18/03/2016,Soyuz FG,Soyuz TMA-20M
3629,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",23/03/2016,Atlas V 401,CRS OA-6
3630,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",24/03/2016,Soyuz 2.1a,Bars-M 2L
3631,CASC,China,"LC-2, Xichang Satellite Launch Center, China",29/03/2016,Long March 3A,BeiDou IGSO-6
3632,Roscosmos,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",31/03/2016,Soyuz 2.1a,Progress MS-02
3633,Blue Origin,USA,"Blue Origin Launch Site, West Texas, Texas, USA",02/04/2016,New Shepard,NS-4
3634,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",05/04/2016,Long March 2D,Shijian-10
3635,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",08/04/2016,Falcon 9 Block 3,CRS-8
3636,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",25/04/2016,Soyuz ST-A/Fregat-M,"Sentinel 1B, MICROSCOPE & Others"
3637,Roscosmos,Russia,"Site 1S, Vostochny Cosmodrome, Russia",28/04/2016,Soyuz 2.1a/Volga,"Mikhailo Lomonosov, Aist-2D, & SamSat 218"
3638,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",06/05/2016,Falcon 9 Block 3,JCSAT-14
3639,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",15/05/2016,Long March 2D,Yaogan 30
3640,Arianespace,France,"ELS, Guiana Space Centre, French Guiana, France",24/05/2016,Soyuz ST-B/Fregat-MT,Galileo FOC FM10/FM11
3641,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",27/05/2016,Falcon 9 Block 3,Thaicom 8
3642,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",29/05/2016,Soyuz 2.1b/Fregat,GLONASS-M No.51S
3643,CASC,China,"LC-9, Taiyuan Satellite Launch Center, China",30/05/2016,Long March 4B,"Ziyuan III-02 & ??uSat-1, 2"
3644,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",04/06/2016,Rokot/Briz KM,Cosmos 2517
3645,ILS,Kazakhstan,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",09/06/2016,Proton-M/Briz-M,Intelsat 31 / DLA-2
3646,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",11/06/2016,Delta IV Heavy,NROL-37
3647,CASC,China,"LC-3, Xichang Satellite Launch Center, China",12/06/2016,Long March 3C/E,BeiDou-2 G7
3648,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",15/06/2016,Falcon 9 Block 3,ABS-2A & Eutelsat 117 West B
3649,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",18/06/2016,Ariane 5 ECA,"EchoStar 18, BRISat"
3650,Blue Origin,USA,"Blue Origin Launch Site, West Texas, Texas, USA",19/06/2016,New Shepard,NS-5
3651,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",24/06/2016,Atlas V 551,MUOS-5
3652,CASC,China,"LC-201, Wenchang Satellite Launch Center, China",25/06/2016,Long March 7/YZ-1A,Demo Flight
3653,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29/06/2016,Long March 4B,Shijian 16-02
3654,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",07/07/2016,Soyuz FG,Soyuz MS-01
3655,Roscosmos,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/07/2016,Soyuz U,Progress MS-03
3656,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",18/07/2016,Falcon 9 Block 3,CRS-9
3657,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",28/07/2016,Atlas V 421,NROL-61
3658,CASC,China,"LC-3, Xichang Satellite Launch Center, China",05/08/2016,Long March 3B/E,Tiantong-1 01
3659,CASC,China,"LC-9, Taiyuan Satellite Launch Center, China",09/08/2016,Long March 4C,Gaofen-3
3660,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",14/08/2016,Falcon 9 Block 3,JCSAT-16
3661,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",15/08/2016,Long March 2D,"QUESS, Lixing-1, & 3CAT 2"
3662,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",19/08/2016,"Delta IV Medium+ (4,2)",AFSPC-6
3663,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",24/08/2016,Ariane 5 ECA,"Intelsat 33e, Intelsat 36"
3664,CASC,China,"LC-9, Taiyuan Satellite Launch Center, China",31/08/2016,Long March 4C,Gaofen-10
3665,SpaceX,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",01/09/2016,Falcon 9 Block 3,AMOS-6
3666,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",08/09/2016,Atlas V 411,OSIRIS-REx
3667,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",15/09/2016,Long March 2F/T,Tiangong-2
3668,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",16/09/2016,Vega,PeruSat-1 and SkySats 4-7
3669,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",05/10/2016,Ariane 5 ECA,"Sky Muster II, GSAT-18"
3670,Blue Origin,USA,"Blue Origin Launch Site, West Texas, Texas, USA",06/10/2016,New Shepard,NS-6 (Inflight Escape Test)
3671,CASC,China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",16/10/2016,Long March 2F/G,Shenzhou 11
3672,Northrop,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",17/10/2016,Antares 230,CRS OA-5
3673,Roscosmos,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",19/10/2016,Soyuz FG,Soyuz MS-02
3674,CASC,China,"LC-101, Wenchang Satellite Launch Center, China",03/11/2016,Long March 5/YZ-2,Shijian-17
3675,CASC,China,"Site 95, Jiuquan Satellite Launch Center, China",09/11/2016,Long March 11,"XPNAV 1, Xiaoxiang 1 & Others"
3676,ULA,USA,"SLC-3E, Vandenberg AFB, California, USA",11/11/2016,Atlas V 401,WorldView-4
3677,CASC,China,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",11/11/2016,Long March 2D,Yunhai-1
3678,Arianespace,France,"ELA-3, Guiana Space Centre, French Guiana, France",17/11/2016,Ariane 5 ES,Galileo FOC FM7/FM12-FM14
3679,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17/11/2016,Soyuz FG,Soyuz MS-03
3680,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",19/11/2016,Atlas V 541,GOES-R (GOES-16)
3681,CASC,China,"LC-2, Xichang Satellite Launch Center, China",22/11/2016,Long March 3C/E,Tianlian I-04
3682,Roscosmos,Kazakhstan,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",01/12/2016,Soyuz U,Progress MS-04
3683,Arianespace,France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",05/12/2016,Vega,G??kt??rk-1A
3684,ULA,USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",07/12/2016,"Delta IV Medium+ (5,4)",WGS-8
3685,CASC,China,"LC-3, Xichang Satellite Launch Center, China",10/12/2016,Long March 3B/E,Fengyun 4A
3686,Northrop,USA,"Stargazer, Cape Canaveral AFS, Florida, USA",15/12/2016,Pegasus XL,CYGNSS
3687,ULA,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/12/2016,Atlas V 431,EchoStar 19
