,Country,Company,Year,Rocket,MissionStatus,RocketStatus
989,Russia,RVSN USSR,1971,Voskhod,Failure,Retired
990,Kazakhstan,RVSN USSR,1971,N1-L3,Failure,Retired
991,Russia,RVSN USSR,1971,Vostok-2M,Success,Retired
992,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
993,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Failure,Retired
994,Russia,RVSN USSR,1971,Voskhod,Success,Retired
995,USA,NASA,1971,Saturn V,Success,Retired
996,Russia,RVSN USSR,1971,Molniya-M /Block L,Success,Retired
997,Russia,RVSN USSR,1971,Voskhod,Success,Retired
998,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
999,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Failure,Retired
1000,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
1001,USA,General Dynamics,1971,Atlas-E/F OV1,Success,Retired
1002,Kazakhstan,RVSN USSR,1971,Tsyklon,Success,Retired
1003,USA,US Air Force,1971,Titan III(24)B,Success,Retired
1004,Kazakhstan,RVSN USSR,1971,Voskhod,Failure,Retired
1005,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1006,Kazakhstan,RVSN USSR,1971,Proton K/Block D,Success,Retired
1007,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1008,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1009,Russia,RVSN USSR,1971,Voskhod,Success,Retired
1010,Russia,RVSN USSR,1971,Voskhod,Success,Retired
1011,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1012,Japan,ISAS,1971,Mu-IV S,Success,Retired
1013,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
1014,Kazakhstan,RVSN USSR,1971,Proton K/Block D,Success,Retired
1015,Russia,RVSN USSR,1971,Voskhod,Success,Retired
1016,Russia,RVSN USSR,1971,Voskhod,Success,Retired
1017,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1018,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
1019,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1020,USA,US Air Force,1971,Titan III(24)B,Success,Retired
1021,Australia,RAE,1971,Black Arrow,Success,Retired
1022,Russia,RVSN USSR,1971,Voskhod,Success,Retired
1023,USA,Martin Marietta,1971,Titan III(23)C,Success,Retired
1024,France,CECLES,1971,Europa 2,Failure,Retired
1025,Kenya,ASI,1971,Scout B,Success,Retired
1026,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1027,Russia,RVSN USSR,1971,Voskhod,Partial Failure,Retired
1028,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1029,Russia,RVSN USSR,1971,Molniya-M /Block L,Success,Retired
1030,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1031,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1032,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1033,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1034,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1035,Russia,RVSN USSR,1971,Voskhod,Failure,Retired
1036,Kazakhstan,RVSN USSR,1971,Tsyklon-2,Success,Retired
1037,USA,General Dynamics,1971,Atlas-SLV3A Agena-D,Failure,Retired
1038,France,CNES,1971,Diamant B,Failure,Retired
1039,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
1040,Russia,RVSN USSR,1971,Voskhod,Success,Retired
1041,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1042,Kazakhstan,RVSN USSR,1971,Voskhod,Success,Retired
1043,Russia,RVSN USSR,1971,Cosmos-2I (63SM),Success,Retired
1044,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1045,Russia,RVSN USSR,1971,Molniya-M /Block L,Success,Retired
1046,USA,General Dynamics,1971,Atlas-SLV3C Centaur-D,Success,Retired
1047,Kazakhstan,RVSN USSR,1971,Tsyklon-2,Success,Retired
1048,Russia,RVSN USSR,1971,Soyuz M,Partial Failure,Retired
1049,Russia,RVSN USSR,1971,Cosmos-3M (11K65M),Success,Retired
1050,Russia,RVSN USSR,1971,Vostok-2M,Success,Retired
1051,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1052,USA,Martin Marietta,1972,Titan IIID,Success,Retired
1053,USA,General Dynamics,1972,Atlas-SLV3C Centaur-D,Success,Retired
1054,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1055,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1056,Russia,RVSN USSR,1972,Cosmos-3MRB (65MRB),Success,Retired
1057,Kazakhstan,RVSN USSR,1972,Proton K/Block D,Success,Retired
1058,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1059,USA,Martin Marietta,1972,Titan-III(33)B Agena-D,Failure,Retired
1060,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1061,USA,Martin Marietta,1972,Titan III(23)C,Success,Retired
1062,Russia,RVSN USSR,1972,Vostok-2M,Success,Retired
1063,USA,General Dynamics,1972,Atlas-SLV3C Centaur-D,Success,Retired
1064,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1065,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1066,USA,US Air Force,1972,Titan III(24)B,Success,Retired
1067,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1068,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1069,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1070,Kazakhstan,RVSN USSR,1972,Molniya-M /Block NVL,Success,Retired
1071,Russia,RVSN USSR,1972,Vostok-2M,Success,Retired
1072,Kazakhstan,RVSN USSR,1972,Molniya-M /Block NVL,Partial Failure,Retired
1073,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1074,Russia,RVSN USSR,1972,Molniya-M /Block L,Success,Retired
1075,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1076,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1077,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1078,Kazakhstan,RVSN USSR,1972,Molniya-M /Block SO-L,Success,Retired
1079,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1080,USA,NASA,1972,Saturn V,Success,Retired
1081,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1082,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Failure,Retired
1083,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1084,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1085,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1086,Russia,RVSN USSR,1972,Molniya-M /Block L,Success,Retired
1087,USA,US Air Force,1972,Titan III(24)B,Failure,Retired
1088,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1089,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1090,USA,General Dynamics,1972,Atlas-SLV3C Centaur-D,Success,Retired
1091,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1092,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1093,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1094,Kazakhstan,RVSN USSR,1972,Molniya-M /Block SO-L,Success,Retired
1095,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1096,Russia,RVSN USSR,1972,Vostok-2M,Success,Retired
1097,Kazakhstan,RVSN USSR,1972,Soyuz,Success,Retired
1098,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1099,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1100,USA,Martin Marietta,1972,Titan IIID,Success,Retired
1101,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1102,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1103,Russia,RVSN USSR,1972,Soyuz M,Partial Failure,Retired
1104,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1105,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1106,Kazakhstan,RVSN USSR,1972,Proton K/Block D,Failure,Retired
1107,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1108,China,CASC,1972,Feng Bao 1,Success,Retired
1109,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1110,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1111,Japan,ISAS,1972,Mu-IV S,Success,Retired
1112,USA,General Dynamics,1972,Atlas-SLV3C Centaur-D,Success,Retired
1113,Kazakhstan,RVSN USSR,1972,Tsyklon-2,Success,Retired
1114,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1115,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1116,USA,US Air Force,1972,Titan III(24)B,Success,Retired
1117,Russia,RVSN USSR,1972,Voskhod,Failure,Retired
1118,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1119,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1120,Russia,RVSN USSR,1972,Molniya-M /Block 2BL,Success,Retired
1121,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1122,Russia,RVSN USSR,1972,Molniya-M /Block L,Success,Retired
1123,USA,General Dynamics,1972,Atlas-E/F Burner,Success,Retired
1124,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1125,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1126,USA,Martin Marietta,1972,Titan IIID,Success,Retired
1127,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1128,Russia,RVSN USSR,1972,Molniya-M /Block L,Success,Retired
1129,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Failure,Retired
1130,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1131,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1132,Russia,RVSN USSR,1972,Vostok-2M,Success,Retired
1133,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1134,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1135,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1136,Kenya,ASI,1972,Scout D1,Success,Retired
1137,Kazakhstan,RVSN USSR,1972,N1-L3,Failure,Retired
1138,Kazakhstan,RVSN USSR,1972,Voskhod,Success,Retired
1139,Russia,RVSN USSR,1972,Cosmos-2I (63SM),Success,Retired
1140,Kazakhstan,RVSN USSR,1972,Molniya-M /Block L,Success,Retired
1141,Russia,RVSN USSR,1972,Molniya-M /Block L,Success,Retired
1142,Russia,RVSN USSR,1972,Voskhod,Success,Retired
1143,USA,NASA,1972,Saturn V,Success,Retired
1144,USA,General Dynamics,1972,Atlas-SLV3A Agena-D,Success,Retired
1145,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1146,USA,US Air Force,1972,Titan III(24)B,Success,Retired
1147,Russia,RVSN USSR,1972,Cosmos-3M (11K65M),Success,Retired
1148,Russia,RVSN USSR,1972,Soyuz M,Success,Retired
1149,Russia,RVSN USSR,1972,Vostok-2M,Partial Failure,Retired
1150,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1151,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1152,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1153,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1154,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1155,Kazakhstan,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1156,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1157,Kazakhstan,RVSN USSR,1973,Molniya-M /Block SO-L,Success,Retired
1158,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1159,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1160,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1161,USA,General Dynamics,1973,Atlas-SLV3A Agena-D,Success,Retired
1162,USA,Martin Marietta,1973,Titan IIID,Success,Retired
1163,Russia,RVSN USSR,1973,Vostok-2M,Success,Retired
1164,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1165,Kazakhstan,RVSN USSR,1973,Proton K,Success,Retired
1166,Russia,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1167,USA,General Dynamics,1973,Atlas-SLV3D Centaur-D1A,Success,Retired
1168,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1169,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1170,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1171,Kazakhstan,RVSN USSR,1973,Tsyklon-2,Failure,Retired
1172,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1173,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1174,USA,NASA,1973,Saturn V,Success,Retired
1175,USA,US Air Force,1973,Titan III(24)B,Success,Retired
1176,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1177,Russia,RVSN USSR,1973,Soyuz U,Success,Retired
1178,France,CNES,1973,Diamant B,Failure,Retired
1179,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1180,Russia,RVSN USSR,1973,Cosmos-3MRB (65MRB),Success,Retired
1181,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Failure,Retired
1182,USA,NASA,1973,Saturn IB,Success,Retired
1183,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1184,Russia,RVSN USSR,1973,Vostok-2M,Success,Retired
1185,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1186,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1187,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1188,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1189,USA,Martin Marietta,1973,Titan III(23)C,Success,Retired
1190,Kazakhstan,RVSN USSR,1973,Soyuz,Success,Retired
1191,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1192,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1193,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Failure,Retired
1194,USA,US Air Force,1973,Titan III(24)B,Failure,Retired
1195,Russia,RVSN USSR,1973,Soyuz M,Success,Retired
1196,Russia,RVSN USSR,1973,Voskhod,Failure,Retired
1197,Russia,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1198,USA,Martin Marietta,1973,Titan IIID,Success,Retired
1199,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1200,USA,NASA,1973,Saturn IB,Success,Retired
1201,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1202,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1203,USA,Martin Marietta,1973,Titan-III(33)B Agena-D,Success,Retired
1204,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1205,USA,General Dynamics,1973,Atlas-SLV3D Centaur-D1A,Success,Retired
1206,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1207,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1208,Russia,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1209,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1210,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1211,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1212,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1213,China,CASC,1973,Feng Bao 1,Failure,Retired
1214,Russia,RVSN USSR,1973,Soyuz U,Success,Retired
1215,Kazakhstan,RVSN USSR,1973,Soyuz,Success,Retired
1216,USA,US Air Force,1973,Titan III(24)B,Success,Retired
1217,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1218,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1219,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1220,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1221,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1222,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1223,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1224,Russia,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1225,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1226,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1227,Russia,RVSN USSR,1973,Vostok-2M,Success,Retired
1228,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1229,Russia,RVSN USSR,1973,Soyuz U,Success,Retired
1230,Russia,RVSN USSR,1973,Molniya-M /Block 2BL,Success,Retired
1231,USA,General Dynamics,1973,Atlas-SLV3D Centaur-D1A,Success,Retired
1232,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1233,USA,Martin Marietta,1973,Titan IIID,Success,Retired
1234,Kazakhstan,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1235,USA,NASA,1973,Saturn IB,Success,Retired
1236,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1237,Kazakhstan,RVSN USSR,1973,Voskhod,Success,Retired
1238,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1239,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1240,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1241,Russia,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1242,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1243,Russia,RVSN USSR,1973,Cosmos-2I (63SM),Success,Retired
1244,USA,Martin Marietta,1973,Titan III(23)C,Success,Retired
1245,Russia,RVSN USSR,1973,Soyuz M,Success,Retired
1246,Kazakhstan,RVSN USSR,1973,Soyuz,Success,Retired
1247,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1248,Russia,RVSN USSR,1973,Voskhod,Success,Retired
1249,Russia,RVSN USSR,1973,Molniya-M /Block L,Success,Retired
1250,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1251,Kazakhstan,RVSN USSR,1973,Tsyklon-2,Success,Retired
1252,Russia,RVSN USSR,1973,Cosmos-3M (11K65M),Success,Retired
1253,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1254,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1255,Kazakhstan,RVSN USSR,1974,Soyuz,Success,Retired
1256,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1257,Japan,ISAS,1974,Mu-III H,Success,Retired
1258,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1259,USA,Martin Marietta,1974,Titan IIIE,Failure,Retired
1260,Kazakhstan,RVSN USSR,1974,Voskhod,Success,Retired
1261,USA,US Air Force,1974,Titan III(24)B,Success,Retired
1262,Kenya,ASI,1974,Scout D1,Success,Retired
1263,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Success,Retired
1264,Russia,RVSN USSR,1974,Vostok-2M,Success,Retired
1265,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Success,Retired
1266,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1267,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1268,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1269,Kazakhstan,RVSN USSR,1974,Proton K/Block-DM,Success,Retired
1270,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1271,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1272,USA,Martin Marietta,1974,Titan IIID,Success,Retired
1273,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1274,Kazakhstan,RVSN USSR,1974,Voskhod,Failure,Retired
1275,Russia,RVSN USSR,1974,Molniya-M /Block ML,Success,Retired
1276,Russia,RVSN USSR,1974,Vostok-2M,Success,Retired
1277,Russia,RVSN USSR,1974,Molniya-M /Block L,Success,Retired
1278,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1279,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1280,Kazakhstan,RVSN USSR,1974,Tsyklon-2,Success,Retired
1281,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1282,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1283,Kazakhstan,RVSN USSR,1974,Tsyklon-2,Success,Retired
1284,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1285,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1286,Russia,RVSN USSR,1974,Soyuz U,Failure,Retired
1287,Kazakhstan,RVSN USSR,1974,Soyuz,Success,Retired
1288,Kazakhstan,RVSN USSR,1974,Proton K/Block D,Success,Retired
1289,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1290,USA,Martin Marietta,1974,Titan III(23)C,Success,Retired
1291,Kazakhstan,RVSN USSR,1974,Voskhod,Success,Retired
1292,USA,US Air Force,1974,Titan III(24)B,Success,Retired
1293,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1294,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1295,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1296,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Success,Retired
1297,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1298,Russia,RVSN USSR,1974,Soyuz M,Success,Retired
1299,Russia,RVSN USSR,1974,Molniya-M /Block 2BL,Success,Retired
1300,Kazakhstan,RVSN USSR,1974,Soyuz,Success,Retired
1301,Russia,RVSN USSR,1974,Vostok-2M,Success,Retired
1302,Russia,RVSN USSR,1974,Cosmos-3MRB (65MRB),Success,Retired
1303,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Failure,Retired
1304,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1305,China,CASC,1974,Feng Bao 1,Failure,Retired
1306,USA,General Dynamics,1974,Atlas-E/F PTS,Success,Retired
1307,Russia,RVSN USSR,1974,Molniya-M /Block L,Success,Retired
1308,Kazakhstan,RVSN USSR,1974,Voskhod,Success,Retired
1309,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Success,Retired
1310,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1311,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1312,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1313,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1314,USA,US Air Force,1974,Titan III(24)B,Success,Retired
1315,Russia,RVSN USSR,1974,Vostok-2M,Success,Retired
1316,Kazakhstan,RVSN USSR,1974,Soyuz,Success,Retired
1317,Kazakhstan,RVSN USSR,1974,Voskhod,Success,Retired
1318,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1319,Russia,RVSN USSR,1974,Voskhod,Failure,Retired
1320,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1321,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1322,Kazakhstan,RVSN USSR,1974,Voskhod,Success,Retired
1323,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Success,Retired
1324,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1325,Kenya,ASI,1974,Scout B1,Success,Retired
1326,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1327,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1328,Russia,RVSN USSR,1974,Soyuz U,Success,Retired
1329,Russia,RVSN USSR,1974,Molniya-M /Block L,Success,Retired
1330,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1331,Russia,RVSN USSR,1974,Vostok-2M,Success,Retired
1332,USA,Martin Marietta,1974,Titan IIID,Success,Retired
1333,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1334,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1335,Russia,RVSN USSR,1974,Soyuz M,Success,Retired
1336,China,CASC,1974,Long March 2,Failure,Retired
1337,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1338,Russia,RVSN USSR,1974,Cosmos-2I (63SM),Success,Retired
1339,Russia,RVSN USSR,1974,Molniya-M /Block L,Success,Retired
1340,USA,General Dynamics,1974,Atlas-SLV3D Centaur-D1A,Success,Retired
1341,Russia,RVSN USSR,1974,Voskhod,Success,Retired
1342,Kazakhstan,RVSN USSR,1974,Soyuz U,Success,Retired
1343,USA,Martin Marietta,1974,Titan IIIE,Success,Retired
1344,Russia,RVSN USSR,1974,Soyuz U,Partial Failure,Retired
1345,Russia,RVSN USSR,1974,Vostok-2M,Success,Retired
1346,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1347,Russia,RVSN USSR,1974,Molniya-M /Block L,Success,Retired
1348,Kazakhstan,RVSN USSR,1974,Tsyklon-2,Success,Retired
1349,Russia,RVSN USSR,1974,Cosmos-3M (11K65M),Success,Retired
1350,Kazakhstan,RVSN USSR,1974,Voskhod,Success,Retired
1351,Kazakhstan,RVSN USSR,1975,Soyuz,Success,Retired
1352,Kazakhstan,RVSN USSR,1975,Voskhod,Success,Retired
1353,Russia,RVSN USSR,1975,Cosmos-2I (63SM),Success,Retired
1354,Russia,RVSN USSR,1975,Voskhod,Success,Retired
1355,Russia,RVSN USSR,1975,Cosmos-2I (63SM),Success,Retired
1356,Russia,RVSN USSR,1975,Molniya-M /Block 2BL,Success,Retired
1357,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1358,Russia,RVSN USSR,1975,Molniya-M /Block L,Success,Retired
1359,France,CNES,1975,Diamant BP4,Success,Retired
1360,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1361,Russia,RVSN USSR,1975,Voskhod,Success,Retired
1362,USA,General Dynamics,1975,Atlas-SLV3D Centaur-D1A,Failure,Retired
1363,Japan,ISAS,1975,Mu-III C,Success,Retired
1364,Kazakhstan,RVSN USSR,1975,Voskhod,Success,Retired
1365,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1366,USA,Martin Marietta,1975,Titan III(34)B Agena-D,Success,Retired
1367,Kazakhstan,RVSN USSR,1975,Voskhod,Success,Retired
1368,Russia,RVSN USSR,1975,Soyuz U,Success,Retired
1369,Russia,RVSN USSR,1975,Voskhod,Success,Retired
1370,Kazakhstan,RVSN USSR,1975,Voskhod,Success,Retired
1371,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1372,Russia,RVSN USSR,1975,Vostok-2M,Success,Retired
1373,Kazakhstan,RVSN USSR,1975,Tsyklon-2,Success,Retired
1374,Kazakhstan,RVSN USSR,1975,Soyuz,Failure,Retired
1375,Kazakhstan,RVSN USSR,1975,Tsyklon-2,Success,Retired
1376,Russia,RVSN USSR,1975,Cosmos-2I (63SM),Success,Retired
1377,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1378,USA,General Dynamics,1975,Atlas-E/F Star-17A,Failure,Retired
1379,Russia,RVSN USSR,1975,Molniya-M /Block ML,Success,Retired
1380,Kazakhstan,RVSN USSR,1975,Soyuz U,Success,Retired
1381,Russia,RVSN USSR,1975,Voskhod,Success,Retired
1382,USA,US Air Force,1975,Titan III(24)B,Success,Retired
1383,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1384,Russia,RVSN USSR,1975,Cosmos-3M (11K65M),Success,Retired
1385,Russia,RVSN USSR,1975,Voskhod,Success,Retired
1386,Russia,RVSN USSR,1975,Molniya-M /Block ML,Success,Retired
