,Country,Company,Year,Rocket,MissionStatus,RocketStatus
3680,China,CASC,2012,Long March 2F/G,Success,Active
3681,USA,ULA,2012,Atlas V 401,Success,Active
3682,USA,ULA,2012,Delta IV Heavy,Success,Active
3683,France,Arianespace,2012,Ariane 5 ECA,Success,Active
3684,Japan,MHI,2012,H-IIB,Success,Retired
3685,Russia,VKS RF,2012,Rokot/Briz KM,Success,Retired
3686,France,Arianespace,2012,Ariane 5 ECA,Success,Active
3687,Pacific Ocean,Sea Launch,2012,Zenit-3 SL,Success,Retired
3688,USA,ULA,2012,Atlas V 401,Success,Active
3689,India,ISRO,2012,PSLV-CA,Success,Active
3690,USA,ULA,2012,Atlas V 401,Success,Active
3691,Iran,ISA,2012,Safir-1B+,Failure,Active
3692,France,Arianespace,2012,Ariane 5 ECA,Success,Active
3693,USA,ULA,2012,"Delta IV Medium+ (4,2)",Success,Retired
3694,USA,SpaceX,2012,Falcon 9 v1.0,Partial Failure,Retired
3695,France,Arianespace,2012,Soyuz ST-B/Fregat-MT,Success,Active
3696,France,Arianespace,2012,Ariane 5 ECA,Success,Active
3697,France,Arianespace,2012,Soyuz ST-A/Fregat,Success,Active
3698,Pacific Ocean,Sea Launch,2012,Zenit-3 SL,Success,Retired
3699,USA,ULA,2012,Atlas V 501,Success,Retired
3700,North Korea,KCST,2012,Unha-3,Success,Active
3701,France,Arianespace,2012,Ariane 5 ECA,Success,Active
3702,Russia,VKS RF,2013,Rokot/Briz KM,Partial Failure,Retired
3703,Japan,MHI,2013,H-IIA 202,Success,Active
3704,South Korea,KARI,2013,Naro-1,Success,Retired
3705,USA,ULA,2013,Atlas V 401,Success,Active
3706,Pacific Ocean,Sea Launch,2013,Zenit-3 SL,Failure,Retired
3707,France,Arianespace,2013,Ariane 5 ECA,Success,Active
3708,USA,ULA,2013,Atlas V 401,Success,Active
3709,India,ISRO,2013,PSLV-CA,Success,Active
3710,USA,SpaceX,2013,Falcon 9 v1.0,Success,Retired
3711,USA,ULA,2013,Atlas V 401,Success,Active
3712,USA,Northrop,2013,Antares 110,Success,Retired
3713,France,Arianespace,2013,Vega,Success,Active
3714,USA,ULA,2013,Atlas V 401,Success,Active
3715,USA,ULA,2013,"Delta IV Medium+ (5,4)",Success,Retired
3716,France,Arianespace,2013,Ariane 5 ES,Success,Retired
3717,China,CASC,2013,Long March 2F/G,Success,Active
3718,France,Arianespace,2013,Soyuz ST-B/Fregat-MT,Success,Active
3719,Kazakhstan,VKS RF,2013,Strela,Success,Retired
3720,USA,Northrop,2013,Pegasus XL,Success,Active
3721,India,ISRO,2013,PSLV-XL,Success,Active
3722,Kazakhstan,VKS RF,2013,Proton-M/DM-3,Failure,Active
3723,USA,ULA,2013,Atlas V 551,Success,Active
3724,France,Arianespace,2013,Ariane 5 ECA,Success,Active
3725,Japan,MHI,2013,H-IIB,Success,Retired
3726,USA,ULA,2013,"Delta IV Medium+ (5,4)",Success,Retired
3727,Russia,Kosmotras,2013,Dnepr,Success,Retired
3728,USA,ULA,2013,Delta IV Heavy,Success,Active
3729,France,Arianespace,2013,Ariane 5 ECA,Success,Active
3730,Kazakhstan,Land Launch,2013,Zenit-3 SLB,Success,Retired
3731,USA,Northrop,2013,Minotaur V,Success,Active
3732,Russia,VKS RF,2013,Rokot/Briz KM,Success,Retired
3733,USA,Northrop,2013,Antares 110,Success,Retired
3734,Japan,JAXA,2013,Epsilon Demo,Success,Retired
3735,USA,ULA,2013,Atlas V 531,Success,Active
3736,China,CASIC,2013,Kuaizhou 1,Success,Retired
3737,USA,SpaceX,2013,Falcon 9 v1.1,Success,Retired
3738,India,ISRO,2013,PSLV-XL,Success,Active
3739,USA,ULA,2013,Atlas V 401,Success,Active
3740,USA,Northrop,2013,Minotaur I,Success,Active
3741,Russia,Kosmotras,2013,Dnepr,Success,Retired
3742,Russia,VKS RF,2013,Rokot/Briz KM,Success,Retired
3743,USA,SpaceX,2013,Falcon 9 v1.1,Success,Retired
3744,USA,ULA,2013,Atlas V 501,Success,Retired
3745,France,Arianespace,2013,Soyuz ST-B/Fregat-MT,Success,Active
3746,Russia,VKS RF,2013,Rokot/Briz KM,Success,Retired
3747,Russia,VKS RF,2013,Soyuz 2.1v/Volga,Success,Active
3748,India,ISRO,2014,GSLV Mk II,Success,Active
3749,USA,SpaceX,2014,Falcon 9 v1.1,Success,Retired
3750,USA,Northrop,2014,Antares 120,Success,Retired
3751,USA,ULA,2014,Atlas V 401,Success,Active
3752,France,Arianespace,2014,Ariane 5 ECA,Success,Active
3753,USA,ULA,2014,"Delta IV Medium+ (4,2)",Success,Retired
3754,Japan,MHI,2014,H-IIA 202,Success,Active
3755,France,Arianespace,2014,Ariane 5 ECA,Success,Active
3756,USA,ULA,2014,Atlas V 401,Success,Active
3757,France,Arianespace,2014,Soyuz ST-A/Fregat-M,Success,Active
3758,India,ISRO,2014,PSLV-XL,Success,Active
3759,Israel,IAI,2014,Shavit-2,Success,Active
3760,USA,ULA,2014,Atlas V 541,Success,Active
3761,USA,SpaceX,2014,Falcon 9 v1.1,Success,Retired
3762,France,Arianespace,2014,Vega,Success,Active
3763,USA,ULA,2014,"Delta IV Medium+ (4,2)",Success,Retired
3764,USA,ULA,2014,Atlas V 401,Success,Active
3765,Russia,VKS RF,2014,Rokot/Briz KM,Success,Retired
3766,Japan,MHI,2014,H-IIA 202,Success,Active
3767,Pacific Ocean,Sea Launch,2014,Zenit-3 SL,Success,Retired
3768,Russia,Kosmotras,2014,Dnepr,Success,Retired
3769,India,ISRO,2014,PSLV-CA,Success,Active
3770,USA,ULA,2014,Delta II 7320-10C,Success,Retired
3771,Russia,VKS RF,2014,Rokot/Briz KM,Success,Retired
3772,Russia,VKS RF,2014,Angara 1.2,Success,Active
3773,France,Arianespace,2014,Soyuz ST-B/Fregat-MT,Success,Active
3774,USA,Northrop,2014,Antares 120,Success,Retired
3775,USA,SpaceX,2014,Falcon 9 v1.1,Success,Retired
3776,USA,ULA,2014,"Delta IV Medium+ (4,2)",Success,Retired
3777,France,Arianespace,2014,Ariane 5 ES,Success,Retired
3778,USA,ULA,2014,Atlas V 401,Success,Active
3779,USA,SpaceX,2014,Falcon 9 v1.1,Success,Retired
3780,USA,ULA,2014,Atlas V 401,Success,Active
3781,France,Arianespace,2014,Soyuz ST-B/Fregat-MT,Partial Failure,Active
3782,USA,SpaceX,2014,Falcon 9 v1.1,Success,Retired
3783,France,Arianespace,2014,Ariane 5 ECA,Success,Active
3784,USA,ULA,2014,Atlas V 401,Success,Active
3785,USA,SpaceX,2014,Falcon 9 v1.1,Success,Retired
3786,Japan,MHI,2014,H-IIA 202,Success,Active
3787,India,ISRO,2014,PSLV-XL,Success,Active
3788,France,Arianespace,2014,Ariane 5 ECA,Success,Active
3789,USA,Northrop,2014,Antares 130,Failure,Retired
3790,USA,ULA,2014,Atlas V 401,Success,Active
3791,Russia,Kosmotras,2014,Dnepr,Success,Retired
3792,China,CASIC,2014,Kuaizhou 1,Success,Retired
3793,Japan,MHI,2014,H-IIA 202,Success,Active
3794,USA,ULA,2014,Delta IV Heavy,Success,Active
3795,France,Arianespace,2014,Ariane 5 ECA,Success,Active
3796,USA,ULA,2014,Atlas V 541,Success,Active
3797,India,ISRO,2014,GSLV Mk III,Success,Active
3798,France,Arianespace,2014,Soyuz ST-B/Fregat-MT,Success,Active
3799,Kazakhstan,VKS RF,2014,Strela,Success,Retired
3800,Russia,Khrunichev,2014,Angara A5/Briz-M,Success,Active
3801,USA,SpaceX,2015,Falcon 9 v1.1,Success,Retired
3802,USA,ULA,2015,Atlas V 551,Success,Active
3803,USA,ULA,2015,Delta II 7320-10C,Success,Retired
3804,Japan,MHI,2015,H-IIA 202,Success,Active
3805,Iran,ISA,2015,Safir-1B+,Success,Active
3806,France,Arianespace,2015,Vega,Success,Active
3807,USA,SpaceX,2015,Falcon 9 v1.1,Success,Retired
3808,Iran,ISA,2015,Safir-1B+,Failure,Active
3809,USA,SpaceX,2015,Falcon 9 v1.1,Success,Retired
3810,USA,ULA,2015,Atlas V 421,Success,Active
3811,USA,ULA,2015,"Delta IV Medium+ (4,2)",Success,Retired
3812,Russia,Kosmotras,2015,Dnepr,Success,Retired
3813,Japan,MHI,2015,H-IIA 202,Success,Active
3814,France,Arianespace,2015,Soyuz ST-B/Fregat-MT,Success,Active
3815,India,ISRO,2015,PSLV-XL,Success,Active
3816,Russia,VKS RF,2015,Rokot/Briz KM,Success,Retired
3817,USA,SpaceX,2015,Falcon 9 v1.1,Success,Retired
3818,France,Arianespace,2015,Ariane 5 ECA,Success,Active
3819,USA,SpaceX,2015,Falcon 9 v1.1,Success,Retired
3820,USA,Blue Origin,2015,New Shepard,Success,Active
3821,USA,ULA,2015,Atlas V 501,Success,Retired
3822,France,Arianespace,2015,Ariane 5 ECA,Success,Active
3823,France,Arianespace,2015,Vega,Success,Active
3824,USA,SpaceX,2015,Falcon 9 v1.1,Failure,Retired
3825,India,ISRO,2015,PSLV-XL,Success,Active
3826,USA,ULA,2015,Atlas V 401,Success,Active
3827,France,Arianespace,2015,Ariane 5 ECA,Success,Active
3828,USA,ULA,2015,"Delta IV Medium+ (5,4)",Success,Retired
3829,Japan,MHI,2015,H-IIB,Success,Retired
3830,France,Arianespace,2015,Ariane 5 ECA,Success,Active
3831,India,ISRO,2015,GSLV Mk II,Success,Active
3832,USA,ULA,2015,Atlas V 551,Success,Active
3833,France,Arianespace,2015,Soyuz ST-B/Fregat-MT,Success,Active
3834,China,CASC,2015,Long March 6,Success,Active
3835,Russia,VKS RF,2015,Rokot/Briz KM,Success,Retired
3836,China,CASC,2015,Long March 11,Success,Active
3837,India,ISRO,2015,PSLV-XL,Success,Active
3838,France,Arianespace,2015,Ariane 5 ECA,Success,Active
3839,USA,ULA,2015,Atlas V 421,Success,Active
3840,USA,ULA,2015,Atlas V 401,Success,Active
3841,USA,ULA,2015,Atlas V 401,Success,Active
3842,Pacific Missile Range Facility,Sandia,2015,Super Stripy,Failure,Active
3843,France,Arianespace,2015,Ariane 5 ECA,Success,Active
3844,USA,Blue Origin,2015,New Shepard,Success,Active
3845,Japan,MHI,2015,H-IIA 204,Success,Active
3846,France,Arianespace,2015,Vega,Success,Active
3847,Russia,VKS RF,2015,Soyuz 2.1v/Volga,Partial Failure,Active
3848,USA,ULA,2015,Atlas V 401,Success,Active
3849,Kazakhstan,Roscosmos,2015,Zenit-3 SLBF,Success,Retired
3850,India,ISRO,2015,PSLV-CA,Success,Active
3851,France,Arianespace,2015,Soyuz ST-B/Fregat-MT,Success,Active
3852,USA,SpaceX,2015,Falcon 9 Block 3,Success,Retired
3853,China,CASC,2016,Long March 3B/E,Success,Active
3854,USA,SpaceX,2016,Falcon 9 v1.1,Success,Retired
3855,India,ISRO,2016,PSLV-XL,Success,Active
3856,USA,Blue Origin,2016,New Shepard,Success,Active
3857,France,Arianespace,2016,Ariane 5 ECA,Success,Active
3858,Kazakhstan,ILS,2016,Proton-M/Briz-M,Success,Active
3859,China,CASC,2016,Long March 3C/YZ-1,Success,Active
3860,USA,ULA,2016,Atlas V 401,Success,Active
3861,Russia,VKS RF,2016,Soyuz 2.1b/Fregat,Success,Active
3862,North Korea,KCST,2016,Unha-3,Success,Active
3863,USA,ULA,2016,"Delta IV Medium+ (5,2)",Success,Retired
3864,Russia,Eurockot,2016,Rokot/Briz KM,Success,Retired
3865,Japan,MHI,2016,H-IIA 202,Success,Active
3866,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3867,France,Arianespace,2016,Ariane 5 ECA,Success,Active
3868,India,ISRO,2016,PSLV-XL,Success,Active
3869,Kazakhstan,Roscosmos,2016,Soyuz 2.1b,Success,Active
3870,Kazakhstan,Roscosmos,2016,Proton-M/Briz-M,Success,Active
3871,Kazakhstan,Roscosmos,2016,Soyuz FG,Success,Retired
3872,USA,ULA,2016,Atlas V 401,Success,Active
3873,Russia,VKS RF,2016,Soyuz 2.1a,Success,Active
3874,China,CASC,2016,Long March 3A,Success,Active
3875,Kazakhstan,Roscosmos,2016,Soyuz 2.1a,Success,Active
3876,USA,Blue Origin,2016,New Shepard,Success,Active
3877,China,CASC,2016,Long March 2D,Success,Active
3878,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3879,France,Arianespace,2016,Soyuz ST-A/Fregat-M,Success,Active
3880,Russia,Roscosmos,2016,Soyuz 2.1a/Volga,Success,Active
3881,India,ISRO,2016,PSLV-XL,Success,Active
3882,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3883,China,CASC,2016,Long March 2D,Success,Active
3884,France,Arianespace,2016,Soyuz ST-B/Fregat-MT,Success,Active
3885,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3886,Russia,VKS RF,2016,Soyuz 2.1b/Fregat,Success,Active
3887,China,CASC,2016,Long March 4B,Success,Active
3888,Russia,VKS RF,2016,Rokot/Briz KM,Success,Retired
3889,Kazakhstan,ILS,2016,Proton-M/Briz-M,Success,Active
3890,USA,ULA,2016,Delta IV Heavy,Success,Active
3891,China,CASC,2016,Long March 3C/E,Success,Active
3892,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3893,France,Arianespace,2016,Ariane 5 ECA,Success,Active
3894,USA,Blue Origin,2016,New Shepard,Success,Active
3895,India,ISRO,2016,PSLV-XL,Success,Active
3896,USA,ULA,2016,Atlas V 551,Success,Active
3897,China,CASC,2016,Long March 7/YZ-1A,Success,Active
3898,China,CASC,2016,Long March 4B,Success,Active
3899,Kazakhstan,Roscosmos,2016,Soyuz FG,Success,Retired
3900,Kazakhstan,Roscosmos,2016,Soyuz U,Success,Retired
3901,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3902,USA,ULA,2016,Atlas V 421,Success,Active
3903,China,CASC,2016,Long March 3B/E,Success,Active
3904,China,CASC,2016,Long March 4C,Success,Active
3905,USA,SpaceX,2016,Falcon 9 Block 3,Success,Retired
3906,China,CASC,2016,Long March 2D,Success,Active
3907,USA,ULA,2016,"Delta IV Medium+ (4,2)",Success,Retired
3908,France,Arianespace,2016,Ariane 5 ECA,Success,Active
3909,China,CASC,2016,Long March 4C,Failure,Active
3910,USA,SpaceX,2016,Falcon 9 Block 3,Prelaunch Failure,Retired
3911,India,ISRO,2016,GSLV Mk II,Success,Active
3912,USA,ULA,2016,Atlas V 411,Success,Retired
3913,Israel,IAI,2016,Shavit-2,Success,Active
3914,China,CASC,2016,Long March 2F/T,Success,Active
3915,France,Arianespace,2016,Vega,Success,Active
3916,India,ISRO,2016,PSLV-G,Success,Retired
3917,France,Arianespace,2016,Ariane 5 ECA,Success,Active
3918,USA,Blue Origin,2016,New Shepard,Success,Active
3919,China,CASC,2016,Long March 2F/G,Success,Active
3920,USA,Northrop,2016,Antares 230,Success,Retired
3921,Kazakhstan,Roscosmos,2016,Soyuz FG,Success,Retired
3922,Japan,MHI,2016,H-IIA 202,Success,Active
3923,China,CASC,2016,Long March 5/YZ-2,Success,Active
3924,China,CASC,2016,Long March 11,Success,Active
3925,USA,ULA,2016,Atlas V 401,Success,Active
3926,China,CASC,2016,Long March 2D,Success,Active
3927,France,Arianespace,2016,Ariane 5 ES,Success,Retired
3928,Kazakhstan,Roscosmos,2016,Soyuz FG,Success,Retired
3929,USA,ULA,2016,Atlas V 541,Success,Active
3930,China,CASC,2016,Long March 3C/E,Success,Active
3931,Kazakhstan,Roscosmos,2016,Soyuz U,Failure,Retired
3932,France,Arianespace,2016,Vega,Success,Active
3933,India,ISRO,2016,PSLV-XL,Success,Active
3934,USA,ULA,2016,"Delta IV Medium+ (5,4)",Success,Retired
3935,Japan,MHI,2016,H-IIB,Success,Retired
3936,China,CASC,2016,Long March 3B/E,Success,Active
3937,USA,Northrop,2016,Pegasus XL,Success,Active
3938,USA,ULA,2016,Atlas V 431,Success,Retired
3939,Japan,JAXA,2016,Epsilon,Success,Active
3940,China,CASC,2016,Long March 2D,Success,Active
3941,France,Arianespace,2016,Ariane 5 ECA,Success,Active
3942,China,CASC,2016,Long March 2D,Partial Failure,Active
3943,China,CASC,2017,Long March 3B/E,Success,Active
3944,China,ExPace,2017,Kuaizhou 1A,Success,Active
3945,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3946,Japan,JAXA,2017,SS-520,Failure,Active
3947,USA,ULA,2017,Atlas V 401,Success,Active
3948,Japan,MHI,2017,H-IIA 204,Success,Active
3949,France,Arianespace,2017,Soyuz ST-B/Fregat-MT,Success,Active
3950,France,Arianespace,2017,Ariane 5 ECA,Success,Active
3951,India,ISRO,2017,PSLV-XL,Success,Active
3952,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3953,Kazakhstan,Roscosmos,2017,Soyuz U,Success,Retired
3954,USA,ULA,2017,Atlas V 401,Success,Active
3955,China,CASIC,2017,Kaituozhe 2,Success,Active
3956,France,Arianespace,2017,Vega,Success,Active
3957,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3958,Japan,MHI,2017,H-IIA 202,Success,Active
3959,USA,ULA,2017,"Delta IV Medium+ (5,4)",Success,Retired
3960,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3961,China,CASC,2017,Long March 3B/E,Success,Active
3962,USA,ULA,2017,Atlas V 401,Success,Active
3963,Kazakhstan,Roscosmos,2017,Soyuz FG,Success,Retired
3964,China,CASC,2017,Long March 7/YZ-1A,Success,Active
3965,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3966,France,Arianespace,2017,Ariane 5 ECA,Success,Active
3967,India,ISRO,2017,GSLV Mk II,Success,Active
3968,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3969,France,Arianespace,2017,Soyuz ST-A/Fregat-M,Success,Active
3970,New Zealand,Rocket Lab,2017,Electron,Failure,Active
3971,Russia,VKS RF,2017,Soyuz 2.1b/Fregat-M,Success,Active
3972,Japan,MHI,2017,H-IIA 202,Success,Active
3973,France,Arianespace,2017,Ariane 5 ECA,Success,Active
3974,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3975,India,ISRO,2017,GSLV Mk III,Success,Active
3976,Kazakhstan,ILS,2017,Proton-M/Briz-M,Success,Active
3977,Kazakhstan,Roscosmos,2017,Soyuz 2.1a,Success,Active
3978,China,CASC,2017,Long March 4B,Success,Active
3979,China,CASC,2017,Long March 3B/E,Partial Failure,Active
3980,India,ISRO,2017,PSLV-XL,Success,Active
3981,Russia,VKS RF,2017,Soyuz 2.1v/Volga,Success,Active
3982,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3983,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3984,France,Arianespace,2017,Ariane 5 ECA,Success,Active
3985,China,CASC,2017,Long March 5,Failure,Active
3986,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3987,Kazakhstan,Roscosmos,2017,Soyuz 2.1a/Fregat,Partial Failure,Active
3988,Iran,ISA,2017,Simorgh,Failure,Active
3989,Kazakhstan,Roscosmos,2017,Soyuz FG,Success,Retired
3990,France,Arianespace,2017,Vega,Success,Active
3991,Kazakhstan,Roscosmos,2017,Soyuz FG,Success,Retired
3992,USA,SpaceX,2017,Falcon 9 Block 4,Success,Retired
3993,Kazakhstan,VKS RF,2017,Proton-M/Briz-M,Success,Active
3994,USA,ULA,2017,Atlas V 401,Success,Active
3995,Japan,MHI,2017,H-IIA 204,Success,Active
3996,Russia,VKS RF,2017,Soyuz 2.1b/Fregat-M,Success,Active
3997,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
3998,USA,Northrop,2017,Minotaur IV,Success,Active
3999,India,ISRO,2017,PSLV-XL,Failure,Active
4000,USA,SpaceX,2017,Falcon 9 Block 4,Success,Retired
4001,Kazakhstan,ILS,2017,Proton-M/Briz-M,Success,Active
4002,USA,ULA,2017,Atlas V 541,Success,Active
4003,Kazakhstan,VKS RF,2017,Proton-M/Briz-M,Success,Active
4004,China,CASC,2017,Long March 2C,Success,Active
4005,France,Arianespace,2017,Ariane 5 ECA,Success,Active
4006,China,CASC,2017,Long March 2D,Success,Active
4007,USA,SpaceX,2017,Falcon 9 Block 4,Success,Retired
4008,Japan,MHI,2017,H-IIA 202,Success,Active
4009,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
4010,Russia,Eurockot,2017,Rokot/Briz KM,Success,Retired
4011,Kazakhstan,Roscosmos,2017,Soyuz 2.1a,Success,Active
4012,USA,ULA,2017,Atlas V 421,Success,Active
4013,USA,SpaceX,2017,Falcon 9 Block 4,Success,Retired
4014,USA,Northrop,2017,Minotaur C (Taurus),Success,Active
4015,China,CASC,2017,Long March 3B/YZ-1,Success,Active
4016,France,Arianespace,2017,Vega,Success,Active
4017,USA,Northrop,2017,Antares 230,Success,Retired
4018,China,CASC,2017,Long March 4C,Success,Active
4019,USA,ULA,2017,Delta II 7920-10C,Success,Retired
4020,China,CASC,2017,Long March 6,Success,Active
4021,China,CASC,2017,Long March 2C,Success,Active
4022,Russia,Roscosmos,2017,Soyuz 2.1b/Fregat-M,Failure,Active
4023,Russia,VKS RF,2017,Soyuz 2.1b,Success,Active
4024,China,CASC,2017,Long March 2D,Success,Active
4025,China,CASC,2017,Long March 3B/E,Success,Active
4026,France,Arianespace,2017,Ariane 5 ES,Success,Retired
4027,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
4028,Kazakhstan,Roscosmos,2017,Soyuz FG,Success,Retired
4029,USA,Blue Origin,2017,New Shepard,Success,Active
4030,Japan,MHI,2017,H-IIA 202,Success,Active
4031,USA,SpaceX,2017,Falcon 9 Block 3,Success,Retired
4032,China,CASC,2017,Long March 2D,Success,Active
4033,China,CASC,2017,Long March 2C,Success,Active
4034,Kazakhstan,Land Launch,2017,Zenit-3 SLBF,Success,Retired
4035,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4036,China,CASC,2018,Long March 2D,Success,Active
4037,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4038,India,ISRO,2018,PSLV-XL,Success,Active
4039,USA,ULA,2018,"Delta IV Medium+ (5,2)",Success,Retired
4040,China,CASC,2018,Long March 2D,Success,Active
4041,Japan,JAXA,2018,Epsilon PBS,Success,Active
4042,China,CASC,2018,Long March 11,Success,Active
4043,USA,ULA,2018,Atlas V 411,Success,Retired
4044,New Zealand,Rocket Lab,2018,Electron/Curie,Success,Active
4045,China,CASC,2018,Long March 2C,Success,Active
4046,France,Arianespace,2018,Ariane 5 ECA,Partial Failure,Active
4047,USA,SpaceX,2018,Falcon 9 Block 3,Success,Retired
4048,Russia,Roscosmos,2018,Soyuz 2.1a/Fregat-M,Success,Active
4049,China,CASC,2018,Long March 2D,Success,Active
4050,Japan,JAXA,2018,SS-520,Success,Active
4051,USA,SpaceX,2018,Falcon Heavy,Success,Active
4052,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4053,Kazakhstan,Roscosmos,2018,Soyuz 2.1a,Success,Active
4054,USA,SpaceX,2018,Falcon 9 Block 3,Success,Retired
4055,Japan,MHI,2018,H-IIA 202,Success,Active
4056,USA,ULA,2018,Atlas V 541,Success,Active
4057,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4058,France,Arianespace,2018,Soyuz ST-B/Fregat-MT,Success,Active
4059,China,CASC,2018,Long March 2D,Success,Active
4060,Kazakhstan,Roscosmos,2018,Soyuz FG,Success,Retired
4061,India,ISRO,2018,GSLV Mk II,Success,Active
4062,Russia,Roscosmos,2018,Soyuz 2.1v,Success,Active
4063,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4064,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4065,China,CASC,2018,Long March 4C,Success,Active
4066,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4067,France,Arianespace,2018,Ariane 5 ECA,Success,Active
4068,China,CASC,2018,Long March 4C,Success,Active
4069,India,ISRO,2018,PSLV-XL,Success,Active
4070,USA,ULA,2018,Atlas V 551,Success,Active
4071,Kazakhstan,VKS RF,2018,Proton-M/Briz-M,Success,Active
4072,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4073,Russia,Eurockot,2018,Rokot/Briz KM,Success,Retired
4074,China,CASC,2018,Long March 11,Success,Active
4075,USA,Blue Origin,2018,New Shepard,Success,Active
4076,China,CASC,2018,Long March 3B/E,Success,Active
4077,USA,ULA,2018,Atlas V 401,Success,Active
4078,China,CASC,2018,Long March 4C,Success,Active
4079,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4080,China,CASC,2018,Long March 4C,Success,Active
4081,USA,Northrop,2018,Antares 230,Success,Retired
4082,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4083,China,CASC,2018,Long March 2D,Success,Active
4084,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4085,China,CASC,2018,Long March 3A,Success,Active
4086,Kazakhstan,Roscosmos,2018,Soyuz FG,Success,Retired
4087,Japan,MHI,2018,H-IIA 202,Success,Active
4088,Russia,VKS RF,2018,Soyuz 2.1b/Fregat-M,Success,Active
4089,China,CASC,2018,Long March 2C,Success,Active
4090,USA,SpaceX,2018,Falcon 9 Block 4,Success,Retired
4091,China,CASC,2018,Long March 2C,Success,Active
4092,China,CASC,2018,Long March 3A,Success,Active
4093,Kazakhstan,Roscosmos,2018,Soyuz 2.1a,Success,Active
4094,USA,Blue Origin,2018,New Shepard,Success,Active
4095,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4096,France,Arianespace,2018,Ariane 5 ES,Success,Retired
4097,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4098,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4099,China,CASC,2018,Long March 4B,Success,Active
4100,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4101,USA,ULA,2018,Delta IV Heavy,Success,Active
4102,France,Arianespace,2018,Vega,Success,Active
4103,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4104,New Mexico,Exos,2018,SARGE,Partial Failure,Active
4105,China,CASC,2018,Long March 2C,Success,Active
4106,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4107,USA,ULA,2018,Delta II 7420-10C,Success,Retired
4108,India,ISRO,2018,PSLV-CA,Success,Active
4109,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4110,Japan,MHI,2018,H-IIB,Success,Retired
4111,France,Arianespace,2018,Ariane 5 ECA,Success,Active
4112,China,ExPace,2018,Kuaizhou 1A,Success,Active
4113,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4114,China,CASC,2018,Long March 2C,Success,Active
4115,Kazakhstan,Roscosmos,2018,Soyuz FG,Failure,Retired
4116,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4117,USA,ULA,2018,Atlas V 551,Success,Active
4118,France,Arianespace,2018,Ariane 5 ECA,Success,Active
4119,China,CASC,2018,Long March 4B,Success,Active
4120,Russia,Roscosmos,2018,Soyuz 2.1b,Success,Active
4121,China,Landspace,2018,ZhuQue-1,Failure,Retired
4122,China,CASC,2018,Long March 2C,Success,Active
4123,Japan,MHI,2018,H-IIA 202,Success,Active
4124,China,CASC,2018,Long March 3B/E,Success,Active
4125,Russia,VKS RF,2018,Soyuz 2.1b/Fregat,Success,Active
4126,France,Arianespace,2018,Soyuz ST-B/Fregat-M,Success,Active
4127,New Zealand,Rocket Lab,2018,Electron/Curie,Success,Active
4128,India,ISRO,2018,GSLV Mk III,Success,Active
4129,USA,SpaceX,2018,Falcon 9 Block 5,Success,Active
4130,Kazakhstan,Roscosmos,2018,Soyuz FG,Success,Retired
4131,USA,Northrop,2018,Antares 230,Success,Retired
4132,China,CASC,2018,Long March 3B/YZ-1,Success,Active
4133,China,CASC,2018,Long March 2D,Success,Active
4134,France,Arianespace,2018,Vega,Success,Active
