,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus,Columna
4069,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",11/04/2018,22:34:00,PSLV-XL,IRNSS-1I,Active,31,Success,
4070,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",14/04/2018,23:13:00,Atlas V 551,AFSPC-11,Active,153,Success,
4071,VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",18/04/2018,22:12:00,Proton-M/Briz-M,Blagovest-12L,Active,65,Success,
4072,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",18/04/2018,22:51:00,Falcon 9 Block 4,Transiting Exoplanet Survey Satellite (TESS),Retired,62,Success,TESS
4073,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",25/04/2018,17:57:00,Rokot/Briz KM,Sentinel-3B,Retired,41.8,Success,
4074,CASC,"Site 95, Jiuquan Satellite Launch Center, China",26/04/2018,04:42:00,Long March 11,Zhuhai-1 2A to 2D,Active,5.3,Success,
4075,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",29/04/2018,17:06:00,New Shepard,NS-8,Active,,Success,
4076,CASC,"LC-2, Xichang Satellite Launch Center, China",03/05/2018,16:05:00,Long March 3B/E,Apstar 6C,Active,29.15,Success,
4077,ULA,"SLC-3E, Vandenberg AFB, California, USA",05/05/2018,11:05:00,Atlas V 401,InSight,Active,109,Success,
4078,CASC,"LC-9, Taiyuan Satellite Launch Center, China",08/05/2018,18:28:00,Long March 4C,Gaofen 5,Active,64.68,Success,
4079,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11/05/2018,20:14:00,Falcon 9 Block 5,Bangabandhu-1,Active,67,Success,
4080,CASC,"LC-3, Xichang Satellite Launch Center, China",20/05/2018,21:28:00,Long March 4C,"Queqiao, Longjiang 1 & 2",Active,64.68,Success,
4081,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",21/05/2018,04:44:00,Antares 230,CRS OA-9E,Retired,85,Success,
4082,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",22/05/2018,19:47:00,Falcon 9 Block 4,Iridium-6 & GRACE-FO,Retired,62,Success,
4083,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",02/06/2018,04:13:00,Long March 2D,Gaofen 6 & Luojia 1,Active,29.75,Success,
4084,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04/06/2018,04:29:00,Falcon 9 Block 4,SES-12,Retired,62,Success,
4085,CASC,"LC-2, Xichang Satellite Launch Center, China",05/06/2018,13:07:00,Long March 3A,Fengyun 2H,Active,69.7,Success,
4086,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06/06/2018,11:12:00,Soyuz FG,Soyuz MS-09 (55S),Retired,,Success,55S
4087,MHI,"LA-Y1, Tanegashima Space Center, Japan",12/06/2018,04:20:00,H-IIA 202,IGS Radar-6,Active,90,Success,
4088,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",16/06/2018,21:30:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.53S,Active,25,Success,
4089,CASC,"LC-3, Xichang Satellite Launch Center, China",27/06/2018,03:30:00,Long March 2C,XJSS A & B,Active,30.8,Success,
4090,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",29/06/2018,09:42:00,Falcon 9 Block 4,CRS-15,Retired,62,Success,
4091,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09/07/2018,03:56:00,Long March 2C,PRSS-1 & PakTES-1A,Active,30.8,Success,
4092,CASC,"LC-2, Xichang Satellite Launch Center, China",09/07/2018,20:50:00,Long March 3A,BeiDou-2 I7,Active,69.7,Success,
4093,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",09/07/2018,21:51:00,Soyuz 2.1a,Progress MS-09 (70P),Active,17.42,Success,70P
4094,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",18/07/2018,15:11:00,New Shepard,NS-9 (Inflight Escape Test),Active,,Success,Inflight Escape Test
4095,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",22/07/2018,05:50:00,Falcon 9 Block 5,Telstar 19V,Active,67,Success,
4096,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25/07/2018,11:25:00,Ariane 5 ES,Galileo FOC FM19-FM22,Retired,,Success,
4097,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",25/07/2018,11:39:00,Falcon 9 Block 5,Iridium-7,Active,67,Success,
4098,CASC,"LC-3, Xichang Satellite Launch Center, China",29/07/2018,01:48:00,Long March 3B/YZ-1,BeiDou-3 M5 & M6,Active,,Success,
4099,CASC,"LC-9, Taiyuan Satellite Launch Center, China",31/07/2018,03:00:00,Long March 4B,Gaofen 11,Active,64.68,Success,
4100,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",07/08/2018,05:18:00,Falcon 9 Block 5,Merah Putih (Telkom-4),Active,67,Success,Telkom-4
4101,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",12/08/2018,07:31:00,Delta IV Heavy,Parker Solar Probe,Active,350,Success,
4102,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22/08/2018,21:20:00,Vega,ADM-Aeolus,Active,37,Success,
4103,CASC,"LC-3, Xichang Satellite Launch Center, China",24/08/2018,23:52:00,Long March 3B/YZ-1,BeiDou-3 M11 & M12,Active,,Success,
4104,Exos,"Vertical Launch Area, Spaceport America, New Mexico",25/08/2018,18:15:00,SARGE,Launch 1,Active,,Partial Failure,
4105,CASC,"Taiyuan Satellite Launch Center, China",07/09/2018,03:15:00,Long March 2C,Haiyang 1C (HY-1C),Active,30.8,Success,HY-1C
4106,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",10/09/2018,04:45:00,Falcon 9 Block 5,Telstar 18V / APStar 5C,Active,67,Success,
4107,ULA,"SLC-2W, Vandenberg AFB, California, USA",15/09/2018,13:02:00,Delta II 7420-10C,ICESat-2,Retired,,Success,
4108,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",16/09/2018,16:38:00,PSLV-CA,SSTL-1 & NovaSAR-S,Active,21,Success,
4109,CASC,"LC-2, Xichang Satellite Launch Center, China",19/09/2018,14:07:00,Long March 3B/YZ-1,BeiDou-3 M13 & M14,Active,,Success,
4110,MHI,"LA-Y2, Tanegashima Space Center, Japan",22/09/2018,17:52:00,H-IIB,HTV-7,Retired,112.5,Success,
4111,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25/09/2018,22:38:00,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,Active,200,Success,
4112,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",29/09/2018,04:13:00,Kuaizhou 1A,CentiSpace-1 S1,Active,5.8,Success,
4113,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",08/10/2018,02:21:00,Falcon 9 Block 5,SAOCOM 1A,Active,67,Success,
4114,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09/10/2018,02:43:00,Long March 2C,Yaogan-32 Group 01,Active,30.8,Success,
4115,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/10/2018,08:40:00,Soyuz FG,Soyuz MS-10 (56S),Retired,,Failure,56S
4116,CASC,"LC-3, Xichang Satellite Launch Center, China",15/10/2018,04:23:00,Long March 3B/YZ-1,BeiDou-3 M15 & M16,Active,,Success,
4117,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",17/10/2018,04:15:00,Atlas V 551,AEHF-4,Active,153,Success,
4118,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",20/10/2018,01:45:00,Ariane 5 ECA,BepiColombo,Active,200,Success,
4119,CASC,"LC-9, Taiyuan Satellite Launch Center, China",24/10/2018,22:57:00,Long March 4B,Haiyang-2B,Active,64.68,Success,
4120,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",25/10/2018,00:15:00,Soyuz 2.1b,Lotus-S No.4,Active,20,Success,
4121,Landspace,"Site 95, Jiuquan Satellite Launch Center, China",27/10/2018,08:00:00,ZhuQue-1,CCTV Future-1,Retired,,Failure,
4122,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29/10/2018,00:47:00,Long March 2C,"CFOSAT, Zhaojin-1, Hongyan-1, & Others",Active,30.8,Success,
4123,MHI,"LA-Y1, Tanegashima Space Center, Japan",29/10/2018,04:08:00,H-IIA 202,"Ibuki 2, KhalifaSat & Others",Active,90,Success,
4124,CASC,"LC-2, Xichang Satellite Launch Center, China",01/11/2018,15:57:00,Long March 3B/E,Beidou-3 G1,Active,29.15,Success,
4125,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",03/11/2018,20:17:00,Soyuz 2.1b/Fregat,GLONASS-M No.54S,Active,25,Success,
4126,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",07/11/2018,00:47:00,Soyuz ST-B/Fregat-M,MetOp C,Active,,Success,
4127,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",11/11/2018,03:50:00,Electron/Curie,It's Business Time,Active,7.5,Success,
4128,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",14/11/2018,11:38:00,GSLV Mk III,GSAT 29,Active,62,Success,
4129,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",15/11/2018,20:46:00,Falcon 9 Block 5,Es'hail 2,Active,67,Success,
4130,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/11/2018,18:14:00,Soyuz FG,Progress MS-10 (71P),Retired,,Success,71P
4131,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",17/11/2018,09:01:00,Antares 230,CRS NG-10,Retired,85,Success,
4132,CASC,"LC-3, Xichang Satellite Launch Center, China",18/11/2018,18:07:00,Long March 3B/YZ-1,BeiDou-3 M17 & M18,Active,,Success,
4133,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",19/11/2018,23:40:00,Long March 2D,"Shiyan-6, Jiading-1 (OKW-01), & Others",Active,29.75,Success,OKW-01
4134,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",21/11/2018,01:42:00,Vega,Mohammed VI-B,Active,37,Success,
4135,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",29/11/2018,04:27:00,PSLV-CA,HySIS,Active,21,Success,
4136,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",30/11/2018,02:27:00,Rokot/Briz KM,Cosmos 2530 to 2532,Retired,41.8,Success,
4137,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03/12/2018,11:31:00,Soyuz FG,Soyuz MS-11 (57S),Retired,,Success,57S
4138,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",03/12/2018,18:34:00,Falcon 9 Block 5,Spaceflight SSO-A,Active,67,Success,
4139,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",04/12/2018,20:37:00,Ariane 5 ECA,GSAT-11 & GEO-KOMPSAT 2A,Active,200,Success,
4140,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",05/12/2018,18:16:00,Falcon 9 Block 5,CRS-16,Active,67,Success,
4141,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",07/12/2018,04:12:00,Long March 2D,"SaudiSAT 5A, & 5B and Others",Active,29.75,Success,
4142,CASC,"LC-2, Xichang Satellite Launch Center, China",07/12/2018,18:23:00,Long March 3B/E,Chang'e-4,Active,29.15,Success,
4143,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",16/12/2018,06:33:00,Electron/Curie,This one's for Pickering,Active,7.5,Success,
4144,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",19/12/2018,10:40:00,GSLV Mk II,GSAT-7A,Active,47,Success,
4145,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",19/12/2018,16:37:00,Soyuz ST-A/Fregat-M,CSO 1,Active,30,Success,
4146,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",21/12/2018,00:20:00,Proton-M/Briz-M,Blagovest No.13L,Active,65,Success,
4147,CASC,"Site 95, Jiuquan Satellite Launch Center, China",21/12/2018,23:51:00,Long March 11,Hongyun-1,Active,5.3,Success,
4148,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",23/12/2018,13:51:00,Falcon 9 Block 5,GPS III SV01,Active,67,Success,
4149,CASC,"LC-3, Xichang Satellite Launch Center, China",24/12/2018,16:53:00,Long March 3C/E,TJS-3,Active,20,Success,
4150,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",27/12/2018,02:07:00,Soyuz 2.1a/Fregat,Kanopus-V No. 5-6 & Rideshares,Active,48.5,Success,
4151,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29/12/2018,08:02:00,Long March 2D/YZ-3,Hongyan-1,Active,,Success,
4152,CASC,"LC-2, Xichang Satellite Launch Center, China",10/01/2019,17:11:00,Long March 3B/E,Zhongxing-2D (Chinasat-2D),Active,29.15,Success,Chinasat-2D
4153,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",11/01/2019,15:31:00,Falcon 9 Block 5,Iridium-8,Active,67,Success,
4154,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",15/01/2019,00:30:00,Simorgh,Payam-e Amirkabir,Active,,Failure,
4155,JAXA,"Mu Pad, Uchinoura Space Center, Japan",18/01/2019,00:50:00,Epsilon PBS,Innovative Satellite Technology Demonstration-1,Active,39,Success,
4156,ULA,"SLC-6, Vandenberg AFB, California, USA",19/01/2019,19:10:00,Delta IV Heavy,NROL-71,Active,350,Success,
4157,CASC,"Site 95, Jiuquan Satellite Launch Center, China",21/01/2019,05:42:00,Long March 11,Jilin-1 Hyperspectral & Others,Active,5.3,Success,
4158,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",23/01/2019,15:05:00,New Shepard,NS-10,Active,,Success,
4159,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",24/01/2019,18:07:00,PSLV-DL,Microsat-R,Active,,Success,
4160,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",05/02/2019,21:01:00,Ariane 5 ECA,GSAT-31 & Hellas-Sat-4,Active,200,Success,
4161,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",05/02/2019,,Safir-1B+,Dousti,Active,,Failure,
4162,VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",21/02/2019,16:47:00,Soyuz 2.1b/Fregat-M,EgyptSat-A,Active,25,Success,
4163,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",22/02/2019,01:45:00,Falcon 9 Block 5,Nusantara Satu & Beresheet,Active,67,Success,
4164,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",27/02/2019,21:37:00,Soyuz ST-B/Fregat-M,OneWeb #1,Active,,Success,
4165,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",02/03/2019,07:49:00,Falcon 9 Block 5,SpaceX Demo-1,Active,67,Success,
4166,Exos,"Vertical Launch Area, Spaceport America, New Mexico",02/03/2019,17:45:00,SARGE,Launch 2,Active,,Partial Failure,
4167,CASC,"LC-3, Xichang Satellite Launch Center, China",09/03/2019,16:28:00,Long March 3B/E,Zhongxing-6C,Active,29.15,Success,
4168,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14/03/2019,19:14:00,Soyuz FG,Soyuz MS-12 (58S),Retired,,Success,58S
4169,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",16/03/2019,00:26:00,"Delta IV Medium+ (5,4)",WGS-10,Retired,,Success,
4170,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22/03/2019,01:50:00,Vega,PRISMA,Active,37,Success,
4171,OneSpace,"Site 95, Jiuquan Satellite Launch Center, China",27/03/2019,09:39:00,OS-M1,Lingque-1B,Active,,Failure,
4172,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",28/03/2019,23:27:00,Electron/Curie,Two Thumbs Up,Active,7.5,Success,
4173,CASC,"LC-2, Xichang Satellite Launch Center, China",31/03/2019,15:51:00,Long March 3B/E,Tianlian-2,Active,29.15,Success,
4174,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",01/04/2019,03:57:00,PSLV-QL,EMISAT & Rideshares,Active,21,Success,
4175,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",04/04/2019,11:01:00,Soyuz 2.1a,Progress MS-11 (72P),Active,17.42,Success,72P
4176,Arianespace,"ELS, Guiana Space Centre, French Guiana, France",04/04/2019,17:04:00,Soyuz ST-B/Fregat-MT,O3b FM17-FM20,Active,30,Success,
4177,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11/04/2019,22:35:00,Falcon Heavy,ArabSat 6A,Active,90,Success,
4178,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",17/04/2019,20:46:00,Antares 230,CRS NG-11,Retired,85,Success,
4179,CASC,"LC-3, Xichang Satellite Launch Center, China",20/04/2019,14:30:00,Long March 3B/E,Beidou-3 IGSO-1,Active,29.15,Success,
4180,CASC,"Taiyuan Satellite Launch Center, China",29/04/2019,22:52:00,Long March 4B,Tianhui-2 Group 01,Active,64.68,Success,
4181,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",02/05/2019,13:35:00,New Shepard,NS-11,Active,,Success,
4182,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04/05/2019,06:48:00,Falcon 9 Block 5,CRS-17,Active,67,Success,
4183,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",05/05/2019,06:00:00,Electron/Curie,That's a Funny Looking Cactus,Active,7.5,Success,
4184,CASC,"LC-2, Xichang Satellite Launch Center, China",17/05/2019,15:48:00,Long March 3C/E,Beidou-2 G8,Active,20,Success,
4185,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",22/05/2019,00:00:00,PSLV-CA,RISAT-2B,Active,21,Success,
4186,CASC,"LC-9, Taiyuan Satellite Launch Center, China",22/05/2019,22:55:00,Long March 4C,Yaogan Weixing-33,Active,64.68,Failure,
4187,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",24/05/2019,02:30:00,Falcon 9 Block 5,Starlink V0.9,Active,67,Success,
4188,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",27/05/2019,06:23:00,Soyuz 2.1b/Fregat-M,Cosmos 2534,Active,25,Success,
4189,Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",30/05/2019,17:42:00,Proton-M/Briz-M,Yamal-601,Active,65,Success,
4190,CASC,"Tai Rui Barge, Yellow Sea",05/06/2019,04:06:00,Long March 11H,Jilin-1 & Others,Active,5.3,Success,
4191,SpaceX,"SLC-4E, Vandenberg AFB, California, USA",12/06/2019,14:17:00,Falcon 9 Block 5,RADARSAT Constellation,Active,67,Success,
4192,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",20/06/2019,21:43:00,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16,Active,200,Success,
4193,CASC,"LC-3, Xichang Satellite Launch Center, China",24/06/2019,18:09:00,Long March 3B/E,Beidou-3 IGSO-2,Active,29.15,Success,
4194,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",25/06/2019,06:30:00,Falcon Heavy,STP-2,Active,90,Success,
4195,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",29/06/2019,04:30:00,Electron/Curie,Make it Rain,Active,7.5,Success,
4196,Exos,"Vertical Launch Area, Spaceport America, New Mexico",29/06/2019,18:00:00,SARGE,Launch 3,Active,,Partial Failure,
4197,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",05/07/2019,05:41:00,Soyuz 2.1b/Fregat-M,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",Active,25,Success,
4198,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",10/07/2019,17:14:00,Soyuz 2.1v/Volga,Cosmos 2535 to 2538,Active,,Success,
4199,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",11/07/2019,01:53:00,Vega,Falcon Eye 1,Active,37,Failure,
4200,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",13/07/2019,12:31:00,Proton-M/DM-3,Spektr-RG,Active,65,Success,
4201,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",20/07/2019,16:28:00,Soyuz FG,Soyuz MS-13 (59S),Retired,,Success,59S
4202,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",22/07/2019,09:13:00,GSLV Mk III,Chandrayaan-2 lunar mission,Active,62,Success,
4203,i-Space,"Site 95, Jiuquan Satellite Launch Center, China",25/07/2019,05:00:00,Hyperbola-1,CAS-7B & Others,Active,,Success,
4204,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",25/07/2019,22:01:00,Falcon 9 Block 5,CRS-18,Active,67,Success,
4205,CASC,"LC-3, Xichang Satellite Launch Center, China",26/07/2019,03:57:00,Long March 2C,Yaogan-30-05,Active,30.8,Success,
4206,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",30/07/2019,05:56:00,Soyuz 2.1a/Fregat-M,Meridian-M nâ Â­18L,Active,23,Success,
4207,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",31/07/2019,12:10:00,Soyuz 2.1a,Progress MS-12,Active,17.42,Success,
4208,Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",05/08/2019,21:56:00,Proton-M/Briz-M,Cosmos 2539,Active,65,Success,
4209,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",06/08/2019,19:30:00,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39,Active,200,Success,
4210,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",06/08/2019,23:23:00,Falcon 9 Block 5,AMOS-17,Active,67,Success,
4211,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",08/08/2019,10:13:00,Atlas V 551,AEHF 5,Active,153,Success,
4212,CASC,"Site 95, Jiuquan Satellite Launch Center, China",17/08/2019,04:11:00,Jielong-1,Tianqi-4 & Others,Active,7.5,Success,
4213,CASC,"LC-2, Xichang Satellite Launch Center, China",19/08/2019,12:03:00,Long March 3B/E,ChinaSat 18,Active,29.15,Success,
4214,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",19/08/2019,12:12:00,Electron/Curie,"Look Ma, No Hands!",Active,7.5,Success,
4215,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22/08/2019,03:38:00,Soyuz 2.1a,Soyuz MS-14 (60S),Active,17.42,Success,60S
4216,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",22/08/2019,13:06:00,"Delta IV Medium+ (4,2)",GPS III SV02,Retired,164,Success,
4217,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",29/08/2019,,Safir-1B+,Nahid-1,Active,,Prelaunch Failure,
4218,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",30/08/2019,14:00:00,Rokot/Briz KM,Cosmos 2540,Retired,41.8,Success,
4219,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",30/08/2019,23:41:00,Kuaizhou 1A,KX-09 & Others,Active,5.8,Success,
4220,CASC,"LC-9, Taiyuan Satellite Launch Center, China",12/09/2019,03:26:00,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1",Active,64.68,Success,
4221,CASC,"Site 95, Jiuquan Satellite Launch Center, China",19/09/2019,06:42:00,Long March 11,Zhuhai-1 Group 03,Active,5.3,Success,
4222,CASC,"LC-2, Xichang Satellite Launch Center, China",22/09/2019,21:10:00,Long March 3B/YZ-1,BeiDou-3 M23 & M24,Active,,Success,
4223,MHI,"LA-Y2, Tanegashima Space Center, Japan",24/09/2019,16:05:00,H-IIB,HTV-8,Retired,112.5,Success,
4224,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",25/09/2019,00:54:00,Long March 2D,Yunhai-1-02,Active,29.75,Success,
4225,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",25/09/2019,13:57:00,Soyuz FG,Soyuz MS-15 (61S),Retired,,Success,61S
4226,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",26/09/2019,07:46:00,Soyuz 2.1b/Fregat,Cosmos 2541,Active,25,Success,
4227,CASC,"LC-9, Taiyuan Satellite Launch Center, China",04/10/2019,18:51:00,Long March 4C,Gaofen 10 (Replacement),Active,64.68,Success,Replacement
4228,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",09/10/2019,10:17:00,Proton-M/Briz-M,Eutelsat 5 West B & MEV-1,Active,65,Success,
4229,Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",11/10/2019,01:59:00,Pegasus XL,ICON,Active,40,Success,
4230,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",17/10/2019,01:22:00,Electron/Curie,As The Crow Flies,Active,7.5,Success,
4231,CASC,"LC-3, Xichang Satellite Launch Center, China",17/10/2019,15:21:00,Long March 3B/E,TJSW-4,Active,29.15,Success,
4232,Exos,"Vertical Launch Area, Spaceport America, New Mexico",26/10/2019,17:40:00,SARGE,Launch 4,Active,,Failure,
4233,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",02/11/2019,13:59:00,Antares 230+,CRS NG-12,Active,85,Success,
4234,CASC,"LC-9, Taiyuan Satellite Launch Center, China",03/11/2019,03:22:00,Long March 4B,Gaofen-7,Active,64.68,Success,
4235,CASC,"LC-2, Xichang Satellite Launch Center, China",04/11/2019,17:43:00,Long March 3B/E,Beidou-3 IGSO-3,Active,29.15,Success,
4236,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",11/11/2019,14:56:00,Falcon 9 Block 5,Starlink V1 L1,Active,67,Success,
4237,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",13/11/2019,03:40:00,Kuaizhou 1A,Jilin 1-02A,Active,5.8,Success,
4238,CASC,"LC-16, Taiyuan Satellite Launch Center, China",13/11/2019,06:35:00,Long March 6,Ningxia-1 (x5),Active,19,Success,x5
4239,ExPace,"Site 95, Jiuquan Satellite Launch Center, China",17/11/2019,10:00:00,Kuaizhou 1A,"KL-Alpha A, KL-Alpha B",Active,5.8,Success,
4240,CASC,"LC-3, Xichang Satellite Launch Center, China",23/11/2019,00:55:00,Long March 3B/YZ-1,BeiDou-3 M21 & M22,Active,,Success,
4241,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",25/11/2019,17:52:00,Soyuz 2.1v/Volga,Cosmos 2542 & 2543,Active,,Success,
4242,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",26/11/2019,21:23:00,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1,Active,200,Success,
4243,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",27/11/2019,03:58:00,PSLV-XL,Cartosat-3 & Rideshares,Active,31,Success,
4244,CASC,"LC-9, Taiyuan Satellite Launch Center, China",27/11/2019,23:52:00,Long March 4C,Gaofen-12,Active,64.68,Success,
4245,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",05/12/2019,17:29:00,Falcon 9 Block 5,CRS-19,Active,67,Success,
4246,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",06/12/2019,08:18:00,Electron/Curie,Running Out Of Fingers,Active,7.5,Success,
4247,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06/12/2019,09:34:00,Soyuz 2.1a,Progress MS-13 (74P),Active,17.42,Success,74P
