Country,Active,Retired,TotalCompaniesPerCountry,Company,Year,Rocket,MissionStatus,RocketStatus,Location,Date,Mission,SuccessfulLaunches,UnsuccessfulLaunches,SuccessToFailureRatio,SuccesfullLaunches,UnsuccessfullLaunches,TotalLaunches
China,,,,CASC,1997,Long March 2C,Success,Active,,,,,,,,,
France,,,,Arianespace,1997,Ariane 44LP,Success,Retired,,,,,,,,,
USA,,,,ILS,1997,Atlas IIAS,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1997,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
France,,,,Arianespace,1997,Ariane 44LP,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1997,Molniya-M /Block ML,Success,Retired,,,,,,,,,
USA,,,,NASA,1997,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
USA,,,,Boeing,1997,Delta II 7920-10C,Success,Retired,,,,,,,,,
India,,,,ISRO,1997,PSLV-G,Partial Failure,Retired,,,,,,,,,
USA,,,,ILS,1997,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1997,Titan IV(401)B,Success,Retired,,,,,,,,,
China,,,,CASC,1997,Long March 3B,Success,Retired,,,,,,,,,
USA,,,,Northrop,1997,Pegasus XL,Success,Active,,,,,,,,,
USA,,,,Lockheed,1997,Titan IV(403)A,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1997,Atlas IIA,Success,Retired,,,,,,,,,
France,,,,ESA,1997,Ariane 5 G,Partial Failure,Retired,,,,,,,,,
Brazil,,,,AEB,1997,VLS-1,Failure,Retired,,,,,,,,,
USA,,,,Boeing,1997,Delta II 7925,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1997,Titan IV(401)A,Success,Retired,,,,,,,,,
USA,,,,Boeing,1997,Delta II 7920-10C,Success,Retired,,,,,,,,,
USA,,,,NASA,1997,Space Shuttle Columbia,Success,Retired,,,,,,,,,
Japan,,,,MHI,1997,H-II,Success,Retired,,,,,,,,,
France,,,,Arianespace,1997,Ariane 44P,Success,Retired,,,,,,,,,
China,,,,CASC,1997,Long March 2C,Success,Active,,,,,,,,,
USA,,,,ILS,1997,Atlas IIAS,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,1997,Tsyklon-2,Success,Retired,,,,,,,,,
France,,,,Arianespace,1997,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,Boeing,1997,Delta II 7920-10C,Success,Retired,,,,,,,,,
France,,,,Arianespace,1997,Ariane 42L,Success,Retired,,,,,,,,,
USA,,,,Northrop,1997,Pegasus XL/HAPS,Success,Active,,,,,,,,,
Russia,,,,MITT,1997,Start-1,Success,Active,,,,,,,,,
Kazakhstan,,,,ILS,1997,Proton K/Block DM-3,Partial Failure,Retired,,,,,,,,,
USA,,,,Lockheed,1998,Athena II,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7925,Success,Retired,,,,,,,,,
USA,,,,NASA,1998,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
Israel,,,,IAI,1998,Shavit,Failure,Retired,,,,,,,,,
USA,,,,Lockheed,1998,Atlas IIA,Success,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 44LP,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Minotaur C (Taurus),Success,Active,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7420-10C,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
Japan,,,,MHI,1998,H-II,Partial Failure,Retired,,,,,,,,,
USA,,,,Northrop,1998,Pegasus XL,Success,Active,,,,,,,,,
France,,,,Arianespace,1998,Ariane 42P,Success,Retired,,,,,,,,,
USA,,,,ILS,1998,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1998,Atlas II,Success,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 40,Success,Retired,,,,,,,,,
China,,,,CASC,1998,Long March 2C,Success,Active,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Pegasus XL,Success,Active,,,,,,,,,
USA,,,,NASA,1998,Space Shuttle Columbia,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 44P,Success,Retired,,,,,,,,,
China,,,,CASC,1998,Long March 2C,Success,Active,,,,,,,,,
Russia,,,,VKS RF,1998,Molniya-M /Block 2BL,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1998,Titan IV(401)B,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1998,Titan II(23)G,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
China,,,,CASC,1998,Long March 3B,Success,Retired,,,,,,,,,
USA,,,,NASA,1998,Space Shuttle Discovery,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7925,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1998,Tsyklon-3,Partial Failure,Retired,,,,,,,,,
China,,,,CASC,1998,Long March 3B,Success,Retired,,,,,,,,,
USA,,,,ILS,1998,Atlas IIAS,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1998,Molniya-M /Block ML,Success,Retired,,,,,,,,,
Japan,,,,ISAS,1998,Mu-V / M-24,Success,Retired,,,,,,,,,
Barents Sea,,,,SRC,1998,Shtil',Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,1998,Zenit-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,1998,Zenit-2,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Pegasus XL/HAPS,Success,Active,,,,,,,,,
USA,,,,Lockheed,1998,Titan IV(401)A,Failure,Retired,,,,,,,,,
Russia,,,,RVSN USSR,1998,Molniya-M /Block ML,Success,Retired,,,,,,,,,
China,,,,CASC,1998,Long March 2C,Success,Active,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 44P,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta III 8930,Failure,Retired,,,,,,,,,
North Korea,,,,KCST,1998,Taepodong-1,Failure,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,1998,Zenit-2,Failure,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 44LP,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Pegasus XL/HAPS,Success,Active,,,,,,,,,
Russia,,,,VKS RF,1998,Molniya-M /Block ML,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Minotaur C (Taurus),Success,Active,,,,,,,,,
France,,,,Arianespace,1998,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,ILS,1998,Atlas IIA,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1998,Atlas IIA,Success,Retired,,,,,,,,,
France,,,,ESA,1998,Ariane 5 G,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Pegasus,Success,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,NASA,1998,Space Shuttle Discovery,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7920-10C,Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7925,Success,Retired,,,,,,,,,
USA,,,,NASA,1998,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
France,,,,Arianespace,1998,Ariane 42L,Success,Retired,,,,,,,,,
USA,,,,Northrop,1998,Pegasus XL,Success,Active,,,,,,,,,
Russia,,,,VKS RF,1998,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Boeing,1998,Delta II 7425,Success,Retired,,,,,,,,,
China,,,,CASC,1998,Long March 2C,Success,Active,,,,,,,,,
France,,,,Arianespace,1998,Ariane 42L,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1998,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7425,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Athena I,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7426,Success,Retired,,,,,,,,,
USA,,,,ILS,1999,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7920-10,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,Northrop,1999,Pegasus XL,Success,Active,,,,,,,,,
Pacific Ocean,,,,Sea Launch,1999,Zenit-3 SL,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 42P,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Titan IV(402)B,Failure,Retired,,,,,,,,,
USA,,,,ILS,1999,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7920-10,Success,Retired,,,,,,,,,
Kazakhstan,,,,Kosmotras,1999,Dnepr,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Athena II,Failure,Retired,,,,,,,,,
Russia,,,,VKS RF,1999,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Titan IV(401)B,Failure,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta III 8930,Failure,Retired,,,,,,,,,
China,,,,CASC,1999,Long March 4B,Success,Active,,,,,,,,,
USA,,,,Northrop,1999,Pegasus XL/HAPS,Success,Active,,,,,,,,,
USA,,,,Lockheed,1999,Titan IV(404)B,Success,Retired,,,,,,,,,
USA,,,,NASA,1999,Space Shuttle Discovery,Success,Retired,,,,,,,,,
India,,,,ISRO,1999,PSLV-G,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7420-10C,Success,Retired,,,,,,,,,
China,,,,CASC,1999,Long March 2C,Success,Active,,,,,,,,,
USA,,,,Lockheed,1999,Titan II(23)G,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7320-10C,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1999,Molniya-M /Block ML,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7420-10C,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,1999,Zenit-2,Success,Retired,,,,,,,,,
USA,,,,NASA,1999,Space Shuttle Columbia,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7420-10C,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7925,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 42P,Success,Retired,,,,,,,,,
USA,,,,Boeing,1999,Delta II 7420-10C,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1999,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 42P,Success,Retired,,,,,,,,,
USA,,,,ILS,1999,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Athena II,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 44LP,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,1999,Zenit-3 SL,Success,Retired,,,,,,,,,
China,,,,CASC,1999,Long March 4B,Success,Active,,,,,,,,,
France,,,,Arianespace,1999,Ariane 44LP,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 44LP,Success,Retired,,,,,,,,,
Japan,,,,MHI,1999,H-IIS,Failure,Retired,,,,,,,,,
China,,,,CASC,1999,Long March 2F,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Atlas IIA,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 40,Success,Retired,,,,,,,,,
USA,,,,Northrop,1999,Pegasus XL/HAPS,Success,Active,,,,,,,,,
France,,,,Arianespace,1999,Ariane 5 G,Success,Retired,,,,,,,,,
Brazil,,,,AEB,1999,VLS-1,Failure,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Titan II(23)G,Success,Retired,,,,,,,,,
USA,,,,Lockheed,1999,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,NASA,1999,Space Shuttle Discovery,Success,Retired,,,,,,,,,
France,,,,Arianespace,1999,Ariane 44L,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,1999,Tsyklon-2,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,1999,Molniya-M /Block 2BL,Success,Retired,,,,,,,,,
USA,,,,Northrop,1999,Minotaur C (Taurus),Success,Active,,,,,,,,,
USA,,,,Lockheed,2000,Atlas IIA,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 42L,Success,Retired,,,,,,,,,
China,,,,CASC,2000,Long March 3A,Success,Active,,,,,,,,,
USA,,,,Northrop,2000,Minotaur I,Success,Active,,,,,,,,,
USA,,,,ILS,2000,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Boeing,2000,Delta II 7920-10C,Success,Retired,,,,,,,,,
Japan,,,,ISAS,2000,Mu-V / M-24,Failure,Retired,,,,,,,,,
USA,,,,NASA,2000,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 44LP,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,2000,Zenit-2,Success,Retired,,,,,,,,,
USA,,,,Northrop,2000,Minotaur C (Taurus),Success,Active,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2000,Zenit-3 SL,Failure,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 5 G,Success,Retired,,,,,,,,,
USA,,,,Boeing,2000,Delta II 7326,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 42L,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2000,Atlas IIA,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2000,Titan IV(402)B,Success,Retired,,,,,,,,,
USA,,,,Boeing,2000,Delta II 7925,Success,Retired,,,,,,,,,
Russia,,,,Eurockot,2000,Rokot/Briz KM,Success,Retired,,,,,,,,,
USA,,,,NASA,2000,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
USA,,,,ILS,2000,Atlas IIIA,Success,Retired,,,,,,,,,
USA,,,,Northrop,2000,Pegasus XL,Success,Active,,,,,,,,,
China,,,,CASC,2000,Long March 3,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2000,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Lockheed,2000,Atlas IIA,Success,Retired,,,,,,,,,
USA,,,,ILS,2000,Atlas IIAS,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2000,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Boeing,2000,Delta II 7925,Success,Retired,,,,,,,,,
USA,,,,Northrop,2000,Minotaur I,Success,Active,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2000,Zenit-3 SL,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 44LP,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2000,Titan IV(403)B,Success,Retired,,,,,,,,,
USA,,,,Boeing,2000,Delta III 8930,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 44P,Success,Retired,,,,,,,,,
USA,,,,NASA,2000,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 5 G,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2000,Titan II(23)G,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,2000,Zenit-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,Kosmotras,2000,Dnepr,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 42L,Success,Retired,,,,,,,,,
USA,,,,Northrop,2000,Pegasus,Success,Retired,,,,,,,,,
USA,,,,NASA,2000,Space Shuttle Discovery,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2000,Atlas IIA,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2000,Zenit-3 SL,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 44LP,Success,Retired,,,,,,,,,
China,,,,CASC,2000,Long March 3A,Success,Active,,,,,,,,,
USA,,,,Boeing,2000,Delta II 7925,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 5 G,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2000,Cosmos-3M (11K65M),Failure,Retired,,,,,,,,,
USA,,,,Boeing,2000,Delta II 7320-10C,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,NASA,2000,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
Russia,,,,MITT,2000,Start-1,Success,Active,,,,,,,,,
USA,,,,Lockheed,2000,Atlas IIAS,Success,Retired,,,,,,,,,
France,,,,Arianespace,2000,Ariane 5 G,Success,Retired,,,,,,,,,
China,,,,CASC,2000,Long March 3A,Success,Active,,,,,,,,,
Russia,,,,VKS RF,2000,Tsyklon-3,Failure,Retired,,,,,,,,,
China,,,,CASC,2001,Long March 2F,Success,Retired,,,,,,,,,
France,,,,Arianespace,2001,Ariane 44P,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7925,Success,Retired,,,,,,,,,
France,,,,Arianespace,2001,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,NASA,2001,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
Russia,,,,MITT,2001,Start-1,Success,Active,,,,,,,,,
USA,,,,Lockheed,2001,Titan IV(401)B,Success,Retired,,,,,,,,,
USA,,,,NASA,2001,Space Shuttle Discovery,Success,Retired,,,,,,,,,
France,,,,Arianespace,2001,Ariane 5 G,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2001,Zenit-3 SL,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7925,Success,Retired,,,,,,,,,
India,,,,ISRO,2001,GSLV Mk I,Partial Failure,Retired,,,,,,,,,
USA,,,,NASA,2001,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2001,Zenit-3 SL,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7925,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2001,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
France,,,,Arianespace,2001,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,ILS,2001,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7425-10C,Success,Retired,,,,,,,,,
USA,,,,NASA,2001,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
France,,,,Arianespace,2001,Ariane 5 G,Partial Failure,Retired,,,,,,,,,
Russia,,,,VKS RF,2001,Molniya-M /Block ML,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2001,Atlas IIA,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2001,Titan IV(402)B,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7326,Success,Retired,,,,,,,,,
USA,,,,NASA,2001,Space Shuttle Discovery,Success,Retired,,,,,,,,,
Japan,,,,MHI,2001,H-IIA 202,Success,Active,,,,,,,,,
France,,,,Arianespace,2001,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2001,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Northrop,2001,Minotaur C (Taurus),Failure,Active,,,,,,,,,
France,,,,Arianespace,2001,Ariane 44P,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2001,Athena I,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2001,Titan IV(404)B,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2001,Atlas IIAS,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7320-10C,Success,Retired,,,,,,,,,
India,,,,ISRO,2001,PSLV-G,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2001,Molniya-M /Block ML,Success,Retired,,,,,,,,,
France,,,,Arianespace,2001,Ariane 44LP,Success,Retired,,,,,,,,,
USA,,,,NASA,2001,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
USA,,,,Boeing,2001,Delta II 7920-10C,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,2001,Zenit-2,Success,Retired,,,,,,,,,
Kazakhstan,,,,VKS RF,2001,Tsyklon-2,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2001,Tsyklon-3,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2002,Titan IV(401)B,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 42L,Success,Retired,,,,,,,,,
Japan,,,,MHI,2002,H-IIA 2024,Success,Retired,,,,,,,,,
USA,,,,Northrop,2002,Pegasus XL,Success,Active,,,,,,,,,
USA,,,,Boeing,2002,Delta II 7920-10C,Success,Retired,,,,,,,,,
USA,,,,ILS,2002,Atlas IIIB,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 44L,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 5 G,Success,Retired,,,,,,,,,
USA,,,,NASA,2002,Space Shuttle Columbia,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2002,Atlas IIA,Success,Retired,,,,,,,,,
Russia,,,,Eurockot,2002,Rokot/Briz KM,Success,Retired,,,,,,,,,
China,,,,CASC,2002,Long March 2F,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 44L,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2002,Molniya-M /Block 2BL,Success,Retired,,,,,,,,,
USA,,,,NASA,2002,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,Boeing,2002,Delta II 7920-10C,Success,Retired,,,,,,,,,
China,,,,CASC,2002,Long March 4B,Success,Active,,,,,,,,,
Russia,,,,VKS RF,2002,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
Israel,,,,IAI,2002,Shavit-1,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,NASA,2002,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2002,Zenit-3 SL,Success,Retired,,,,,,,,,
Russia,,,,Eurockot,2002,Rokot/Briz KM,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2002,Titan II(23)G,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 5 G,Success,Retired,,,,,,,,,
USA,,,,Boeing,2002,Delta II 7425,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 42P,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2002,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,ILS,2002,Atlas V 401,Success,Active,,,,,,,,,
France,,,,Arianespace,2002,Ariane 5 G,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 44L,Success,Retired,,,,,,,,,
Japan,,,,MHI,2002,H-IIA 2024,Success,Retired,,,,,,,,,
India,,,,ISRO,2002,PSLV-G,Success,Retired,,,,,,,,,
China,,,,CASIC,2002,Kaituozhe 1,Failure,Retired,,,,,,,,,
USA,,,,ILS,2002,Atlas IIAS,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2002,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,NASA,2002,Space Shuttle Atlantis,Success,Retired,,,,,,,,,
China,,,,CASC,2002,Long March 4B,Success,Active,,,,,,,,,
USA,,,,Boeing,2002,"Delta IV Medium+ (4,2)",Success,Retired,,,,,,,,,
USA,,,,NASA,2002,Space Shuttle Endeavour,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2002,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Lockheed,2002,Atlas IIA,Success,Retired,,,,,,,,,
France,,,,Arianespace,2002,Ariane 5 ECA,Failure,Active,,,,,,,,,
Japan,,,,MHI,2002,H-IIA 202,Success,Active,,,,,,,,,
France,,,,Arianespace,2002,Ariane 44L,Success,Retired,,,,,,,,,
Kazakhstan,,,,Kosmotras,2002,Dnepr,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2002,Molniya-M /Block 2BL,Success,Retired,,,,,,,,,
China,,,,CASC,2002,Long March 2F,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2003,Titan II(23)G,Success,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta II 7320-10C,Success,Retired,,,,,,,,,
USA,,,,NASA,2003,Space Shuttle Columbia,Failure,Retired,,,,,,,,,
USA,,,,Northrop,2003,Pegasus XL,Success,Active,,,,,,,,,
USA,,,,Boeing,2003,Delta II 7925,Success,Retired,,,,,,,,,
France,,,,Arianespace,2003,Ariane 44L,Success,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta IV Medium,Success,Retired,,,,,,,,,
Japan,,,,MHI,2003,H-IIA 2024,Success,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta II 7925,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2003,Molniya-M /Block ML,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2003,Titan IV(401)B,Success,Retired,,,,,,,,,
France,,,,Arianespace,2003,Ariane 5 G,Success,Retired,,,,,,,,,
USA,,,,ILS,2003,Atlas IIIB,Success,Retired,,,,,,,,,
USA,,,,Northrop,2003,Pegasus XL,Success,Active,,,,,,,,,
India,,,,ISRO,2003,GSLV Mk I,Success,Retired,,,,,,,,,
Japan,,,,ISAS,2003,Mu-V / M-25,Success,Retired,,,,,,,,,
USA,,,,ILS,2003,Atlas V 401,Success,Active,,,,,,,,,
China,,,,CASC,2003,Long March 3A,Success,Active,,,,,,,,,
Kazakhstan,,,,Starsem,2003,Soyuz FG/Fregat,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2003,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2003,Zenit-3 SL,Success,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta II 7925,Success,Retired,,,,,,,,,
France,,,,Arianespace,2003,Ariane 5 G,Success,Retired,,,,,,,,,
Russia,,,,VKS RF,2003,Molniya-M /Block ML,Success,Retired,,,,,,,,,
USA,,,,Northrop,2003,Pegasus XL,Success,Active,,,,,,,,,
Russia,,,,Eurockot,2003,Rokot/Briz KM,Success,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta II 7925H,Success,Retired,,,,,,,,,
USA,,,,ILS,2003,Atlas V 521,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2003,Zenit-3 SL,Success,Retired,,,,,,,,,
USA,,,,Northrop,2003,Pegasus XL,Success,Active,,,,,,,,,
Russia,,,,VKS RF,2003,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta II 7920H,Success,Retired,,,,,,,,,
Brazil,,,,AEB,2003,VLS-1,Prelaunch Failure,Retired,,,,,,,,,
USA,,,,Boeing,2003,Delta IV Medium,Success,Retired,,,,,,,,,
USA,,,,Lockheed,2003,Titan IV(401)B,Success,Retired,,,,,,,,,
China,,,,CASIC,2003,Kaituozhe 1,Failure,Retired,,,,,,,,,
Russia,,,,VKS RF,2003,Cosmos-3M (11K65M),Success,Retired,,,,,,,,,
France,,,,Arianespace,2003,Ariane 5 G,Success,Retired,,,,,,,,,
Pacific Ocean,,,,Sea Launch,2003,Zenit-3 SL,Success,Retired,,,,,,,,,
China,,,,CASC,2003,Long March 2F,Success,Retired,,,,,,,,,
India,,,,ISRO,2003,PSLV-G,Success,Retired,,,,,,,,,
